关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,掉落装备,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错,掉落神魂(3:level 4:exp)
3514,1252,南天门4-4,"[2]=351409,[3]=351409,[4]=351409,[5]=351409,[6]=351409,[8]=351409,[9]=351409,[10]=351410,[11]=351409,[12]=351409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3515,1252,南天门4-5,"[2]=351509,[3]=351509,[4]=351509,[5]=351509,[6]=351509,[8]=351509,[9]=351509,[10]=351510,[11]=351509,[12]=351509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3516,1252,南天门4-6,"[2]=351609,[3]=351609,[4]=351609,[5]=351609,[6]=351609,[8]=351609,[9]=351609,[10]=351610,[11]=351609,[12]=351609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3517,1252,南天门4-7,"[2]=351709,[3]=351709,[4]=351709,[5]=351709,[6]=351709,[8]=351709,[9]=351709,[10]=351710,[11]=351709,[12]=351709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3518,1252,南天门4-8,"[2]=351809,[3]=351809,[4]=351809,[5]=351809,[6]=351809,[8]=351809,[9]=351809,[10]=351810,[11]=351809,[12]=351809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3519,1252,南天门4-9,"[2]=351909,[3]=351909,[4]=351909,[5]=351909,[6]=351909,[8]=351909,[9]=351909,[10]=351910,[11]=351909,[12]=351909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3520,1252,南天门4-10,"[2]=352009,[3]=352009,[4]=352009,[5]=352009,[6]=352009,[8]=352009,[9]=352009,[10]=352010,[11]=352009,[12]=352009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3521,1253,南天门5-1,"[2]=352109,[3]=352109,[4]=352109,[5]=352109,[6]=352109,[8]=352109,[9]=352109,[10]=352110,[11]=352109,[12]=352109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3522,1253,南天门5-2,"[2]=352209,[3]=352209,[4]=352209,[5]=352209,[6]=352209,[8]=352209,[9]=352209,[10]=352210,[11]=352209,[12]=352209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3523,1253,南天门5-3,"[2]=352309,[3]=352309,[4]=352309,[5]=352309,[6]=352309,[8]=352309,[9]=352309,[10]=352310,[11]=352309,[12]=352309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3524,1253,南天门5-4,"[2]=352409,[3]=352409,[4]=352409,[5]=352409,[6]=352409,[8]=352409,[9]=352409,[10]=352410,[11]=352409,[12]=352409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3525,1253,南天门5-5,"[2]=352509,[3]=352509,[4]=352509,[5]=352509,[6]=352509,[8]=352509,[9]=352509,[10]=352510,[11]=352509,[12]=352509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3526,1253,南天门5-6,"[2]=352609,[3]=352609,[4]=352609,[5]=352609,[6]=352609,[8]=352609,[9]=352609,[10]=352610,[11]=352609,[12]=352609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3527,1253,南天门5-7,"[2]=352709,[3]=352709,[4]=352709,[5]=352709,[6]=352709,[8]=352709,[9]=352709,[10]=352710,[11]=352709,[12]=352709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3528,1253,南天门5-8,"[2]=352809,[3]=352809,[4]=352809,[5]=352809,[6]=352809,[8]=352809,[9]=352809,[10]=352810,[11]=352809,[12]=352809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3529,1253,南天门5-9,"[2]=352909,[3]=352909,[4]=352909,[5]=352909,[6]=352909,[8]=352909,[9]=352909,[10]=352910,[11]=352909,[12]=352909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3530,1253,南天门5-10,"[2]=353009,[3]=353009,[4]=353009,[5]=353009,[6]=353009,[8]=353009,[9]=353009,[10]=353010,[11]=353009,[12]=353009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3531,1254,南天门6-1,"[2]=353109,[3]=353109,[4]=353109,[5]=353109,[6]=353109,[8]=353109,[9]=353109,[10]=353110,[11]=353109,[12]=353109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3532,1254,南天门6-2,"[2]=353209,[3]=353209,[4]=353209,[5]=353209,[6]=353209,[8]=353209,[9]=353209,[10]=353210,[11]=353209,[12]=353209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3533,1254,南天门6-3,"[2]=353309,[3]=353309,[4]=353309,[5]=353309,[6]=353309,[8]=353309,[9]=353309,[10]=353310,[11]=353309,[12]=353309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3534,1254,南天门6-4,"[2]=353409,[3]=353409,[4]=353409,[5]=353409,[6]=353409,[8]=353409,[9]=353409,[10]=353410,[11]=353409,[12]=353409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3535,1254,南天门6-5,"[2]=353509,[3]=353509,[4]=353509,[5]=353509,[6]=353509,[8]=353509,[9]=353509,[10]=353510,[11]=353509,[12]=353509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3536,1254,南天门6-6,"[2]=353609,[3]=353609,[4]=353609,[5]=353609,[6]=353609,[8]=353609,[9]=353609,[10]=353610,[11]=353609,[12]=353609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3537,1254,南天门6-7,"[2]=353709,[3]=353709,[4]=353709,[5]=353709,[6]=353709,[8]=353709,[9]=353709,[10]=353710,[11]=353709,[12]=353709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3538,1254,南天门6-8,"[2]=353809,[3]=353809,[4]=353809,[5]=353809,[6]=353809,[8]=353809,[9]=353809,[10]=353810,[11]=353809,[12]=353809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3539,1254,南天门6-9,"[2]=353909,[3]=353909,[4]=353909,[5]=353909,[6]=353909,[8]=353909,[9]=353909,[10]=353910,[11]=353909,[12]=353909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3540,1254,南天门6-10,"[2]=354009,[3]=354009,[4]=354009,[5]=354009,[6]=354009,[8]=354009,[9]=354009,[10]=354010,[11]=354009,[12]=354009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3541,1255,南天门7-1,"[2]=354109,[3]=354109,[4]=354109,[5]=354109,[6]=354109,[8]=354109,[9]=354109,[10]=354110,[11]=354109,[12]=354109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3542,1255,南天门7-2,"[2]=354209,[3]=354209,[4]=354209,[5]=354209,[6]=354209,[8]=354209,[9]=354209,[10]=354210,[11]=354209,[12]=354209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3543,1255,南天门7-3,"[2]=354309,[3]=354309,[4]=354309,[5]=354309,[6]=354309,[8]=354309,[9]=354309,[10]=354310,[11]=354309,[12]=354309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3544,1255,南天门7-4,"[2]=354409,[3]=354409,[4]=354409,[5]=354409,[6]=354409,[8]=354409,[9]=354409,[10]=354410,[11]=354409,[12]=354409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3545,1255,南天门7-5,"[2]=354509,[3]=354509,[4]=354509,[5]=354509,[6]=354509,[8]=354509,[9]=354509,[10]=354510,[11]=354509,[12]=354509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3546,1255,南天门7-6,"[2]=354609,[3]=354609,[4]=354609,[5]=354609,[6]=354609,[8]=354609,[9]=354609,[10]=354610,[11]=354609,[12]=354609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3547,1255,南天门7-7,"[2]=354709,[3]=354709,[4]=354709,[5]=354709,[6]=354709,[8]=354709,[9]=354709,[10]=354710,[11]=354709,[12]=354709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3548,1255,南天门7-8,"[2]=354809,[3]=354809,[4]=354809,[5]=354809,[6]=354809,[8]=354809,[9]=354809,[10]=354810,[11]=354809,[12]=354809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3549,1255,南天门7-9,"[2]=354909,[3]=354909,[4]=354909,[5]=354909,[6]=354909,[8]=354909,[9]=354909,[10]=354910,[11]=354909,[12]=354909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3550,1255,南天门7-10,"[2]=355009,[3]=355009,[4]=355009,[5]=355009,[6]=355009,[8]=355009,[9]=355009,[10]=355010,[11]=355009,[12]=355009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3551,1256,南天门8-1,"[2]=355109,[3]=355109,[4]=355109,[5]=355109,[6]=355109,[8]=355109,[9]=355109,[10]=355110,[11]=355109,[12]=355109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3552,1256,南天门8-2,"[2]=355209,[3]=355209,[4]=355209,[5]=355209,[6]=355209,[8]=355209,[9]=355209,[10]=355210,[11]=355209,[12]=355209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3553,1256,南天门8-3,"[2]=355309,[3]=355309,[4]=355309,[5]=355309,[6]=355309,[8]=355309,[9]=355309,[10]=355310,[11]=355309,[12]=355309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3554,1256,南天门8-4,"[2]=355409,[3]=355409,[4]=355409,[5]=355409,[6]=355409,[8]=355409,[9]=355409,[10]=355410,[11]=355409,[12]=355409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3555,1256,南天门8-5,"[2]=355509,[3]=355509,[4]=355509,[5]=355509,[6]=355509,[8]=355509,[9]=355509,[10]=355510,[11]=355509,[12]=355509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3556,1256,南天门8-6,"[2]=355609,[3]=355609,[4]=355609,[5]=355609,[6]=355609,[8]=355609,[9]=355609,[10]=355610,[11]=355609,[12]=355609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3557,1256,南天门8-7,"[2]=355709,[3]=355709,[4]=355709,[5]=355709,[6]=355709,[8]=355709,[9]=355709,[10]=355710,[11]=355709,[12]=355709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3558,1256,南天门8-8,"[2]=355809,[3]=355809,[4]=355809,[5]=355809,[6]=355809,[8]=355809,[9]=355809,[10]=355810,[11]=355809,[12]=355809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3559,1256,南天门8-9,"[2]=355909,[3]=355909,[4]=355909,[5]=355909,[6]=355909,[8]=355909,[9]=355909,[10]=355910,[11]=355909,[12]=355909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3560,1256,南天门8-10,"[2]=356009,[3]=356009,[4]=356009,[5]=356009,[6]=356009,[8]=356009,[9]=356009,[10]=356010,[11]=356009,[12]=356009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3561,1257,南天门9-1,"[2]=356109,[3]=356109,[4]=356109,[5]=356109,[6]=356109,[8]=356109,[9]=356109,[10]=356110,[11]=356109,[12]=356109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3562,1257,南天门9-2,"[2]=356209,[3]=356209,[4]=356209,[5]=356209,[6]=356209,[8]=356209,[9]=356209,[10]=356210,[11]=356209,[12]=356209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3563,1257,南天门9-3,"[2]=356309,[3]=356309,[4]=356309,[5]=356309,[6]=356309,[8]=356309,[9]=356309,[10]=356310,[11]=356309,[12]=356309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3564,1257,南天门9-4,"[2]=356409,[3]=356409,[4]=356409,[5]=356409,[6]=356409,[8]=356409,[9]=356409,[10]=356410,[11]=356409,[12]=356409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3565,1257,南天门9-5,"[2]=356509,[3]=356509,[4]=356509,[5]=356509,[6]=356509,[8]=356509,[9]=356509,[10]=356510,[11]=356509,[12]=356509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3566,1257,南天门9-6,"[2]=356609,[3]=356609,[4]=356609,[5]=356609,[6]=356609,[8]=356609,[9]=356609,[10]=356610,[11]=356609,[12]=356609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3567,1257,南天门9-7,"[2]=356709,[3]=356709,[4]=356709,[5]=356709,[6]=356709,[8]=356709,[9]=356709,[10]=356710,[11]=356709,[12]=356709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3568,1257,南天门9-8,"[2]=356809,[3]=356809,[4]=356809,[5]=356809,[6]=356809,[8]=356809,[9]=356809,[10]=356810,[11]=356809,[12]=356809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3569,1257,南天门9-9,"[2]=356909,[3]=356909,[4]=356909,[5]=356909,[6]=356909,[8]=356909,[9]=356909,[10]=356910,[11]=356909,[12]=356909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3570,1257,南天门9-10,"[2]=357009,[3]=357009,[4]=357009,[5]=357009,[6]=357009,[8]=357009,[9]=357009,[10]=357010,[11]=357009,[12]=357009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3571,1258,南天门10-1,"[2]=357109,[3]=357109,[4]=357109,[5]=357109,[6]=357109,[8]=357109,[9]=357109,[10]=357110,[11]=357109,[12]=357109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3572,1258,南天门10-2,"[2]=357209,[3]=357209,[4]=357209,[5]=357209,[6]=357209,[8]=357209,[9]=357209,[10]=357210,[11]=357209,[12]=357209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3573,1258,南天门10-3,"[2]=357309,[3]=357309,[4]=357309,[5]=357309,[6]=357309,[8]=357309,[9]=357309,[10]=357310,[11]=357309,[12]=357309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3574,1258,南天门10-4,"[2]=357409,[3]=357409,[4]=357409,[5]=357409,[6]=357409,[8]=357409,[9]=357409,[10]=357410,[11]=357409,[12]=357409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3575,1258,南天门10-5,"[2]=357509,[3]=357509,[4]=357509,[5]=357509,[6]=357509,[8]=357509,[9]=357509,[10]=357510,[11]=357509,[12]=357509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3576,1258,南天门10-6,"[2]=357609,[3]=357609,[4]=357609,[5]=357609,[6]=357609,[8]=357609,[9]=357609,[10]=357610,[11]=357609,[12]=357609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3577,1258,南天门10-7,"[2]=357709,[3]=357709,[4]=357709,[5]=357709,[6]=357709,[8]=357709,[9]=357709,[10]=357710,[11]=357709,[12]=357709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3578,1258,南天门10-8,"[2]=357809,[3]=357809,[4]=357809,[5]=357809,[6]=357809,[8]=357809,[9]=357809,[10]=357810,[11]=357809,[12]=357809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3579,1258,南天门10-9,"[2]=357909,[3]=357909,[4]=357909,[5]=357909,[6]=357909,[8]=357909,[9]=357909,[10]=357910,[11]=357909,[12]=357909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3580,1258,南天门10-10,"[2]=358009,[3]=358009,[4]=358009,[5]=358009,[6]=358009,[8]=358009,[9]=358009,[10]=358010,[11]=358009,[12]=358009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3581,1259,南天门11-1,"[2]=358109,[3]=358109,[4]=358109,[5]=358109,[6]=358109,[8]=358109,[9]=358109,[10]=358110,[11]=358109,[12]=358109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3582,1259,南天门11-2,"[2]=358209,[3]=358209,[4]=358209,[5]=358209,[6]=358209,[8]=358209,[9]=358209,[10]=358210,[11]=358209,[12]=358209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3583,1259,南天门11-3,"[2]=358309,[3]=358309,[4]=358309,[5]=358309,[6]=358309,[8]=358309,[9]=358309,[10]=358310,[11]=358309,[12]=358309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3584,1259,南天门11-4,"[2]=358409,[3]=358409,[4]=358409,[5]=358409,[6]=358409,[8]=358409,[9]=358409,[10]=358410,[11]=358409,[12]=358409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3585,1259,南天门11-5,"[2]=358509,[3]=358509,[4]=358509,[5]=358509,[6]=358509,[8]=358509,[9]=358509,[10]=358510,[11]=358509,[12]=358509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3586,1259,南天门11-6,"[2]=358609,[3]=358609,[4]=358609,[5]=358609,[6]=358609,[8]=358609,[9]=358609,[10]=358610,[11]=358609,[12]=358609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3587,1259,南天门11-7,"[2]=358709,[3]=358709,[4]=358709,[5]=358709,[6]=358709,[8]=358709,[9]=358709,[10]=358710,[11]=358709,[12]=358709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3588,1259,南天门11-8,"[2]=358809,[3]=358809,[4]=358809,[5]=358809,[6]=358809,[8]=358809,[9]=358809,[10]=358810,[11]=358809,[12]=358809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3589,1259,南天门11-9,"[2]=358909,[3]=358909,[4]=358909,[5]=358909,[6]=358909,[8]=358909,[9]=358909,[10]=358910,[11]=358909,[12]=358909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3590,1259,南天门11-10,"[2]=359009,[3]=359009,[4]=359009,[5]=359009,[6]=359009,[8]=359009,[9]=359009,[10]=359010,[11]=359009,[12]=359009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3591,1260,南天门12-1,"[2]=359109,[3]=359109,[4]=359109,[5]=359109,[6]=359109,[8]=359109,[9]=359109,[10]=359110,[11]=359109,[12]=359109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3592,1260,南天门12-2,"[2]=359209,[3]=359209,[4]=359209,[5]=359209,[6]=359209,[8]=359209,[9]=359209,[10]=359210,[11]=359209,[12]=359209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3593,1260,南天门12-3,"[2]=359309,[3]=359309,[4]=359309,[5]=359309,[6]=359309,[8]=359309,[9]=359309,[10]=359310,[11]=359309,[12]=359309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3594,1260,南天门12-4,"[2]=359409,[3]=359409,[4]=359409,[5]=359409,[6]=359409,[8]=359409,[9]=359409,[10]=359410,[11]=359409,[12]=359409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3595,1260,南天门12-5,"[2]=359509,[3]=359509,[4]=359509,[5]=359509,[6]=359509,[8]=359509,[9]=359509,[10]=359510,[11]=359509,[12]=359509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3596,1260,南天门12-6,"[2]=359609,[3]=359609,[4]=359609,[5]=359609,[6]=359609,[8]=359609,[9]=359609,[10]=359610,[11]=359609,[12]=359609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3597,1260,南天门12-7,"[2]=359709,[3]=359709,[4]=359709,[5]=359709,[6]=359709,[8]=359709,[9]=359709,[10]=359710,[11]=359709,[12]=359709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3598,1260,南天门12-8,"[2]=359809,[3]=359809,[4]=359809,[5]=359809,[6]=359809,[8]=359809,[9]=359809,[10]=359810,[11]=359809,[12]=359809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3599,1260,南天门12-9,"[2]=359909,[3]=359909,[4]=359909,[5]=359909,[6]=359909,[8]=359909,[9]=359909,[10]=359910,[11]=359909,[12]=359909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3600,1260,南天门12-10,"[2]=360009,[3]=360009,[4]=360009,[5]=360009,[6]=360009,[8]=360009,[9]=360009,[10]=360010,[11]=360009,[12]=360009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3601,1261,南天门13-1,"[2]=360109,[3]=360109,[4]=360109,[5]=360109,[6]=360109,[8]=360109,[9]=360109,[10]=360110,[11]=360109,[12]=360109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3602,1261,南天门13-2,"[2]=360209,[3]=360209,[4]=360209,[5]=360209,[6]=360209,[8]=360209,[9]=360209,[10]=360210,[11]=360209,[12]=360209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3603,1261,南天门13-3,"[2]=360309,[3]=360309,[4]=360309,[5]=360309,[6]=360309,[8]=360309,[9]=360309,[10]=360310,[11]=360309,[12]=360309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3604,1261,南天门13-4,"[2]=360409,[3]=360409,[4]=360409,[5]=360409,[6]=360409,[8]=360409,[9]=360409,[10]=360410,[11]=360409,[12]=360409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3605,1261,南天门13-5,"[2]=360509,[3]=360509,[4]=360509,[5]=360509,[6]=360509,[8]=360509,[9]=360509,[10]=360510,[11]=360509,[12]=360509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3606,1261,南天门13-6,"[2]=360609,[3]=360609,[4]=360609,[5]=360609,[6]=360609,[8]=360609,[9]=360609,[10]=360610,[11]=360609,[12]=360609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3607,1261,南天门13-7,"[2]=360709,[3]=360709,[4]=360709,[5]=360709,[6]=360709,[8]=360709,[9]=360709,[10]=360710,[11]=360709,[12]=360709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3608,1261,南天门13-8,"[2]=360809,[3]=360809,[4]=360809,[5]=360809,[6]=360809,[8]=360809,[9]=360809,[10]=360810,[11]=360809,[12]=360809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3609,1261,南天门13-9,"[2]=360909,[3]=360909,[4]=360909,[5]=360909,[6]=360909,[8]=360909,[9]=360909,[10]=360910,[11]=360909,[12]=360909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3610,1261,南天门13-10,"[2]=361009,[3]=361009,[4]=361009,[5]=361009,[6]=361009,[8]=361009,[9]=361009,[10]=361010,[11]=361009,[12]=361009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3611,1262,南天门14-1,"[2]=361109,[3]=361109,[4]=361109,[5]=361109,[6]=361109,[8]=361109,[9]=361109,[10]=361110,[11]=361109,[12]=361109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3612,1262,南天门14-2,"[2]=361209,[3]=361209,[4]=361209,[5]=361209,[6]=361209,[8]=361209,[9]=361209,[10]=361210,[11]=361209,[12]=361209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3613,1262,南天门14-3,"[2]=361309,[3]=361309,[4]=361309,[5]=361309,[6]=361309,[8]=361309,[9]=361309,[10]=361310,[11]=361309,[12]=361309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3614,1262,南天门14-4,"[2]=361409,[3]=361409,[4]=361409,[5]=361409,[6]=361409,[8]=361409,[9]=361409,[10]=361410,[11]=361409,[12]=361409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3615,1262,南天门14-5,"[2]=361509,[3]=361509,[4]=361509,[5]=361509,[6]=361509,[8]=361509,[9]=361509,[10]=361510,[11]=361509,[12]=361509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3616,1262,南天门14-6,"[2]=361609,[3]=361609,[4]=361609,[5]=361609,[6]=361609,[8]=361609,[9]=361609,[10]=361610,[11]=361609,[12]=361609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3617,1262,南天门14-7,"[2]=361709,[3]=361709,[4]=361709,[5]=361709,[6]=361709,[8]=361709,[9]=361709,[10]=361710,[11]=361709,[12]=361709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3618,1262,南天门14-8,"[2]=361809,[3]=361809,[4]=361809,[5]=361809,[6]=361809,[8]=361809,[9]=361809,[10]=361810,[11]=361809,[12]=361809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3619,1262,南天门14-9,"[2]=361909,[3]=361909,[4]=361909,[5]=361909,[6]=361909,[8]=361909,[9]=361909,[10]=361910,[11]=361909,[12]=361909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3620,1262,南天门14-10,"[2]=362009,[3]=362009,[4]=362009,[5]=362009,[6]=362009,[8]=362009,[9]=362009,[10]=362010,[11]=362009,[12]=362009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3621,1263,南天门15-1,"[2]=362109,[3]=362109,[4]=362109,[5]=362109,[6]=362109,[8]=362109,[9]=362109,[10]=362110,[11]=362109,[12]=362109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3622,1263,南天门15-2,"[2]=362209,[3]=362209,[4]=362209,[5]=362209,[6]=362209,[8]=362209,[9]=362209,[10]=362210,[11]=362209,[12]=362209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3623,1263,南天门15-3,"[2]=362309,[3]=362309,[4]=362309,[5]=362309,[6]=362309,[8]=362309,[9]=362309,[10]=362310,[11]=362309,[12]=362309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3624,1263,南天门15-4,"[2]=362409,[3]=362409,[4]=362409,[5]=362409,[6]=362409,[8]=362409,[9]=362409,[10]=362410,[11]=362409,[12]=362409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3625,1263,南天门15-5,"[2]=362509,[3]=362509,[4]=362509,[5]=362509,[6]=362509,[8]=362509,[9]=362509,[10]=362510,[11]=362509,[12]=362509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3626,1263,南天门15-6,"[2]=362609,[3]=362609,[4]=362609,[5]=362609,[6]=362609,[8]=362609,[9]=362609,[10]=362610,[11]=362609,[12]=362609",0,200,81999000,200,3,,,,120,,0,,,,,0,
3627,1263,南天门15-7,"[2]=362709,[3]=362709,[4]=362709,[5]=362709,[6]=362709,[8]=362709,[9]=362709,[10]=362710,[11]=362709,[12]=362709",0,200,81999000,200,3,,,,120,,0,,,,,0,
3628,1263,南天门15-8,"[2]=362809,[3]=362809,[4]=362809,[5]=362809,[6]=362809,[8]=362809,[9]=362809,[10]=362810,[11]=362809,[12]=362809",0,200,81999000,200,3,,,,120,,0,,,,,0,
3629,1263,南天门15-9,"[2]=362909,[3]=362909,[4]=362909,[5]=362909,[6]=362909,[8]=362909,[9]=362909,[10]=362910,[11]=362909,[12]=362909",0,200,81999000,200,3,,,,120,,0,,,,,0,
3630,1263,南天门15-10,"[2]=363009,[3]=363009,[4]=363009,[5]=363009,[6]=363009,[8]=363009,[9]=363009,[10]=363010,[11]=363009,[12]=363009",0,200,81999000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
3631,1264,南天门16-1,"[2]=363109,[3]=363109,[4]=363109,[5]=363109,[6]=363109,[8]=363109,[9]=363109,[10]=363110,[11]=363109,[12]=363109",0,200,81999000,200,3,,,,120,,0,,,,,0,
3632,1264,南天门16-2,"[2]=363209,[3]=363209,[4]=363209,[5]=363209,[6]=363209,[8]=363209,[9]=363209,[10]=363210,[11]=363209,[12]=363209",0,200,81999000,200,3,,,,120,,0,,,,,0,
3633,1264,南天门16-3,"[2]=363309,[3]=363309,[4]=363309,[5]=363309,[6]=363309,[8]=363309,[9]=363309,[10]=363310,[11]=363309,[12]=363309",0,200,81999000,200,3,,,,120,,0,,,,,0,
3634,1264,南天门16-4,"[2]=363409,[3]=363409,[4]=363409,[5]=363409,[6]=363409,[8]=363409,[9]=363409,[10]=363410,[11]=363409,[12]=363409",0,200,81999000,200,3,,,,120,,0,,,,,0,
3635,1264,南天门16-5,"[2]=363509,[3]=363509,[4]=363509,[5]=363509,[6]=363509,[8]=363509,[9]=363509,[10]=363510,[11]=363509,[12]=363509",0,200,81999000,200,3,,,,120,,0,,,,,0,
3636,1264,南天门16-6,"[2]=363609,[3]=363609,[4]=363609,[5]=363609,[6]=363609,[8]=363609,[9]=363609,[10]=363610,[11]=363609,[12]=363609",0,200,81999000,200,3,,,,120,,0,,,,,0,
