,名称缩写,技能系,说明,技能类型,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,吟唱 持续施法效果,目标类型,技能施法效果,表演时间500的倍数,恢复能量,恢复奥义,打断恢复,打断恢复奥义,持续施法恢复,持续施法恢复奥义,释放消耗能量,释放消耗奥义,普攻效果的触发,取消技能标示,技能cd时间,是否不可限制（1不可限制，0限制）,技能固定伤害,技能百分比伤害,单体技能（0是1否）,技能对象类型,flag
80139,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80140,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80141,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
20033,天外飞仙1级,,对随机1个目标造成25%+220的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.25}",0,0,0,0,,0,,0,,,,,,220,,,,0
20037,天外飞仙2级,,对随机1个目标造成27%+330的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.27}",0,0,0,0,,0,,0,,,,,,330,,,,0
20038,天外飞仙3级,,对随机1个目标造成27%+500的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.27}",0,0,0,0,,0,,0,,,,,,500,,,,0
20039,天外飞仙4级,,对随机1个目标造成29%+720的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.29}",0,0,0,0,,0,,0,,,,,,720,,,,0
20040,天外飞仙5级,,对随机1个目标造成29%+1000的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.29}",0,0,0,0,,0,,0,,,,,,1000,,,,0
20041,天外飞仙6级,,对随机1个目标造成31%+1330的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.31}",0,0,0,0,,0,,0,,,,,,1330,,,,0
20042,天外飞仙7级,,对随机1个目标造成31%+1720的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.31}",0,0,0,0,,0,,0,,,,,,1720,,,,0
20043,天外飞仙8级,,对随机1个目标造成33%+2160的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.33}",0,0,0,0,,0,,0,,,,,,2160,,,,0
20044,天外飞仙9级,,对随机1个目标造成33%+2660的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.33}",0,0,0,0,,0,,0,,,,,,2660,,,,0
20045,天外飞仙10级,,对随机1个目标造成35%+3210的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.35}",0,0,0,0,,0,,0,,,,,,3210,,,,0
20046,天外飞仙11级,,对随机1个目标造成35%+3820的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.35}",0,0,0,0,,0,,0,,,,,,3820,,,,0
20047,天外飞仙12级,,对随机1个目标造成37%+4480的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.37}",0,0,0,0,,0,,0,,,,,,4480,,,,0
20048,天外飞仙13级,,对随机1个目标造成37%+5200的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.37}",0,0,0,0,,0,,0,,,,,,5200,,,,0
20049,天外飞仙14级,,对随机1个目标造成39%+5970的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.39}",0,0,0,0,,0,,0,,,,,,5970,,,,0
20050,天外飞仙15级,,对随机1个目标造成39%+6800的伤害。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.39}",0,0,0,0,,0,,0,,,,,,6800,,,,0
20034,破空一击1级,,对随机1个目标造成25%+220的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.25},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,220,,,,0
20051,破空一击2级,,对随机1个目标造成27%+330的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.27},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,330,,,,0
20052,破空一击3级,,对随机1个目标造成27%+500的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.27},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,500,,,,0
20053,破空一击4级,,对随机1个目标造成29%+720的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.29},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,720,,,,0
20054,破空一击5级,,对随机1个目标造成29%+1000的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.29},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,1000,,,,0
20055,破空一击6级,,对随机1个目标造成31%+1330的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.31},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,1330,,,,0
20056,破空一击7级,,对随机1个目标造成31%+1720的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.31},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,1720,,,,0
20057,破空一击8级,,对随机1个目标造成33%+2160的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.33},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,2160,,,,0
20058,破空一击9级,,对随机1个目标造成33%+2660的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.33},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,2660,,,,0
20059,破空一击10级,,对随机1个目标造成35%+3210的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.35},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,3210,,,,0
20060,破空一击11级,,对随机1个目标造成35%+3820的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.35},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,3820,,,,0
20061,破空一击12级,,对随机1个目标造成37%+4480的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.37},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,4480,,,,0
20062,破空一击13级,,对随机1个目标造成37%+5200的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.37},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,5200,,,,0
20063,破空一击14级,,对随机1个目标造成39%+5970的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.39},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,5970,,,,0
20064,破空一击15级,,对随机1个目标造成39%+6800的伤害，并有12%的几率眩晕目标一回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.39},{'BuffAdd', 'D1'}",0,0,0,0,,0,,0,,,,,,6800,,,,0
20035,所向披靡1级,,对随机1个目标造成13%+170的伤害，连续攻击2次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=2","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,170,,,,0
20065,所向披靡2级,,对随机1个目标造成13%+210的伤害，连续攻击3次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=3","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,210,,,,0
20066,所向披靡3级,,对随机1个目标造成13%+280的伤害，连续攻击3次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=3","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,280,,,,0
20067,所向披靡4级,,对随机1个目标造成13%+370的伤害，连续攻击4次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=4","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,370,,,,0
20068,所向披靡5级,,对随机1个目标造成13%+480的伤害，连续攻击4次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=4","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,480,,,,0
20069,所向披靡6级,,对随机1个目标造成13%+610的伤害，连续攻击5次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=5","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,610,,,,0
20070,所向披靡7级,,对随机1个目标造成13%+760的伤害，连续攻击5次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=5","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,760,,,,0
20071,所向披靡8级,,对随机1个目标造成13%+940的伤害，连续攻击6次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=6","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,940,,,,0
20072,所向披靡9级,,对随机1个目标造成13%+1140的伤害，连续攻击6次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=6","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,1140,,,,0
20073,所向披靡10级,,对随机1个目标造成13%+1360的伤害，连续攻击7次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=7","{'FIX_FIRST',1}","{'Damage',Rate=0.13,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,1360,,,,0
20074,所向披靡11级,,对随机1个目标造成13.5%+1600的伤害，连续攻击7次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=7","{'FIX_FIRST',1}","{'Damage',Rate=0.135,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,1600,,,,0
20075,所向披靡12级,,对随机1个目标造成13.5%+1870的伤害，连续攻击7次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=7","{'FIX_FIRST',1}","{'Damage',Rate=0.135,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,1870,,,,0
20076,所向披靡13级,,对随机1个目标造成14%+2160的伤害，连续攻击7次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=7","{'FIX_FIRST',1}","{'Damage',Rate=0.14,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,2160,,,,0
20077,所向披靡14级,,对随机1个目标造成14%+2470的伤害，连续攻击7次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=7","{'FIX_FIRST',1}","{'Damage',Rate=0.14,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,2470,,,,0
20078,所向披靡15级,,对随机1个目标造成14%+2800的伤害，连续攻击7次，每次伤害增加5%。,AT,NONE,"Interval=1,Times=7","{'FIX_FIRST',1}","{'Damage',Rate=0.14,AddRate=0.05}",0,0,0,0,,0,,0,,,,,,2800,,,,0
20036,灵气护体1级,,对随机1个目标造成25%+220的伤害，并使下次遭受伤害减少25%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.25},{'BuffAdd', 'D3',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,220,,,,0
20079,灵气护体2级,,对随机1个目标造成27%+330的伤害，并使下次遭受伤害减少27%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.27},{'BuffAdd', 'D4',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,330,,,,0
20080,灵气护体3级,,对随机1个目标造成27%+500的伤害，并使下次遭受伤害减少29%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.27},{'BuffAdd', 'D5',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,500,,,,0
20081,灵气护体4级,,对随机1个目标造成29%+720的伤害，并使下次遭受伤害减少31%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.29},{'BuffAdd', 'D6',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,720,,,,0
20082,灵气护体5级,,对随机1个目标造成29%+1000的伤害，并使下次遭受伤害减少33%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.29},{'BuffAdd', 'D7',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,1000,,,,0
20083,灵气护体6级,,对随机1个目标造成31%+1330的伤害，并使下次遭受伤害减少35%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.31},{'BuffAdd', 'D8',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,1330,,,,0
20084,灵气护体7级,,对随机1个目标造成31%+1720的伤害，并使下次遭受伤害减少37%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.31},{'BuffAdd', 'D9',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,1720,,,,0
20085,灵气护体8级,,对随机1个目标造成33%+2160的伤害，并使下次遭受伤害减少39%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.33},{'BuffAdd', 'D10',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,2160,,,,0
20086,灵气护体9级,,对随机1个目标造成33%+2660的伤害，并使下次遭受伤害减少41%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.33},{'BuffAdd', 'D11',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,2660,,,,0
20087,灵气护体10级,,对随机1个目标造成35%+3210的伤害，并使下次遭受伤害减少43%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.35},{'BuffAdd', 'D12',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,3210,,,,0
20088,灵气护体11级,,对随机1个目标造成35%+3820的伤害，并使下次遭受伤害减少45%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.35},{'BuffAdd', 'D13',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,3820,,,,0
20089,灵气护体12级,,对随机1个目标造成37%+4480的伤害，并使下次遭受伤害减少47%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.37},{'BuffAdd', 'D14',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,4480,,,,0
20090,灵气护体13级,,对随机1个目标造成37%+5200的伤害，并使下次遭受伤害减少49%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.37},{'BuffAdd', 'D15',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,5200,,,,0
20091,灵气护体14级,,对随机1个目标造成39%+5970的伤害，并使下次遭受伤害减少51%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.39},{'BuffAdd', 'D16',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,5970,,,,0
20092,灵气护体15级,,对随机1个目标造成39%+6800的伤害，并使下次遭受伤害减少53%，持续目标两回合。,AT,NONE,,{'NORMAL'},"{'Damage',Rate=0.39},{'BuffAdd', 'D17',TargetMethod={'SELF'}}",0,0,0,0,,0,,0,,,,,,6800,,,,0
