名称,名称,ID,状态类型Buff DeBuff Null,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,状态系列,状态效果,持续时间(毫秒),替换规则,状态最大叠加数,是否发送到客户端,基础概率,成长参数,flag
D23,连击伤害,20523,Buff,NONE,,"{'ChaLAPercent', 'attinc', 575, 0,Time='Apply'}",0,Replace,1,1,,,0
D24,连击伤害,20524,Buff,NONE,,"{'ChaLAPercent', 'attinc', 575, 0,Time='Apply'}",0,Replace,1,1,,,0
D25,连击伤害,20525,Buff,NONE,,"{'ChaLAPercent', 'attinc', 705, 0,Time='Apply'}",0,Replace,1,1,,,0
D26,连击伤害,20526,Buff,NONE,,"{'ChaLAPercent', 'attinc', 705, 0,Time='Apply'}",0,Replace,1,1,,,0
D27,连击伤害,20527,Buff,NONE,,"{'ChaLAPercent', 'attinc', 840, 0,Time='Apply'}",0,Replace,1,1,,,0
D28,连击伤害,20528,Buff,NONE,,"{'ChaLAPercent', 'attinc', 840, 0,Time='Apply'}",0,Replace,1,1,,,0
D29,连击伤害,20529,Buff,NONE,,"{'ChaLAPercent', 'attinc', 840, 0,Time='Apply'}",0,Replace,1,1,,,0
D30,连击伤害,20530,Buff,NONE,,"{'ChaLAPercent', 'attinc', 840, 0,Time='Apply'}",0,Replace,1,1,,,0
D31,连击伤害,20531,Buff,NONE,,"{'ChaLAPercent', 'attinc', 840, 0,Time='Apply'}",0,Replace,1,1,,,0
D32,连击伤害,20532,Buff,NONE,,"{'ChaLAPercent', 'attinc', 840, 0,Time='Apply'}",0,Replace,1,1,,,0
D33,攻击触发连击,20533,Null,NONE,,"{'ProbCastSkill', 0, 'firstSkill', 1, Time='Apply'}",0,Replace,1,1,,,0
E1,攻击触发命中降低,30001,Null,NONE,,"{'ProcBuff', {{'E2', 100}, {'Nothing', 0}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E2,命中降低3回合,30002,DeBuff,NONE,,"{'ChaLAPercent', 'hitrate',  30}",3,Replace,1,1,,,0
E3,攻击触发命中降低,30003,Null,NONE,,"{'ProcBuff', {{'E4', 100}, {'Nothing', 0}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E4,命中降低3回合,30004,DeBuff,NONE,,"{'ChaLAPercent', 'hitrate',  25}",3,Replace,1,1,,,0
E5,攻击触发命中降低,30005,Null,NONE,,"{'ProcBuff', {{'E6', 100}, {'Nothing', 0}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E6,溅射伤害,30006,Buff,NONE,,"{'AdditionEffect', Target='Round', Effects={{'Damage',Rate=0.35}}}",0,Replace,1,1,,,0
E7,无视防御,30007,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 50, 0,Time='Apply'}",0,Replace,1,1,,,0
E8,无视防御,30008,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 100, 0,Time='Apply'}",0,Replace,1,1,,,0
E9,必然暴击,30009,Buff,NONE,,{"CertainCrit"},0,Replace,1,1,,,0
E10,伤害转换生命,30010,Null,NONE,,"{'ProcBuff', {{'E11', 100}, {'Nothing', 0}}, Time='BeAOECast'}",0,Replace,1,1,,,0
E11,转换25%的生命,30011,Buff,NONE,,"{'AbsorbDamage', 25,Time='Apply'},",0,Replace,1,1,,,0
E12,伤害转换生命,30012,Null,NONE,,"{'ProcBuff', {{'E13', 100}, {'Nothing', 0}}, Time='BeAOECast'}",0,Replace,1,1,,,0
E13,转换15%的生命,30013,Buff,NONE,,"{'AbsorbDamage', 15,Time='Apply'},",0,Replace,1,1,,,0
E14,闪避提升,30014,Buff,NONE,,"{'ChaLAPercent', 'dodge',  20}",0,Replace,1,1,,,0
E15,伤害增加,30015,Buff,NONE,,"{'ChaLAPercent', 'attinc', 23, 0,Time='Apply'}",0,Replace,1,1,,,0
E16,伤害增加,30016,Buff,NONE,,"{'ChaLAPercent', 'attinc', 5, 0,Time='Apply'}",0,Replace,1,1,,,0
E17,回复生命,30017,Buff,NONE,,"{'ChaHPPercent', 5, Time='Interval', Interval=1, TriggerRound={1,1}}",0,Replace,1,1,,,
E18,攻击触发伤害转换生命,30018,Null,NONE,,"{'ProcBuff', {{'E19', 100}, {'Nothing', 0}}, Time='AllCast'}",0,Replace,1,1,,,0
E19,转换生命,30019,Buff,NONE,,"{'CureHP', 0.18,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
E20,攻击触发伤害转换生命,30020,Null,NONE,,"{'ProcBuff', {{'E21', 100}, {'Nothing', 0}}, Time='AllCast'}",0,Replace,1,1,,,0
E21,转换生命,30021,Buff,NONE,,"{'CureHP', 0.1,Param='Damage',Time='Apply'}",0,Replace,1,1,,,0
E22,闪避提升,30022,Buff,NONE,,"{'ChaLAPercent', 'dodge',  20}",0,Replace,1,1,,,0
E23,伤害增加,30023,Buff,NONE,,"{'ChaLAPercent', 'attinc', 30, 0,Time='Apply'}",0,Replace,1,1,,,0
E24,伤害增加,30024,Buff,NONE,,"{'ChaLAPercent', 'attinc', 5, 0,Time='Apply'}",0,Replace,1,1,,,0
E25,攻击触发生命降低,30025,Null,NONE,,"{'ProcBuff', {{'E26', 100}, {'Nothing', 0}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E26,生命扣除,30026,DeBuff,NONE,,"{'ChaHPCurPercent', 8, Time='Interval', Interval=1}",3,Replace,1,1,,,0
E27,强制保留生命,30027,Buff,NONE,,"{""NotDead"", 1, 1, Time=""HPChange"", Rate=0.3}",0,Replace,1,1,,,
E28,强制保留生命,30028,Buff,NONE,,"{""NotDead"", 1, 1, Time=""HPChange"", Rate=0.2}",0,Replace,1,1,,,
E29,回复生命,30029,Buff,NONE,,"{'ChaHPPercent', 6, Time='Interval', Interval=1, TriggerRound={1,1}}",0,Replace,1,1,,,
E30,攻击触发眩晕,30030,Null,NONE,,"{'ProcBuff', {{'E31', 20}, {'Nothing', 80}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E31,眩晕,30031,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
E32,攻击触发眩晕,30032,Null,NONE,,"{'ProcBuff', {{'E33', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E33,眩晕,30033,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
E34,溅射伤害,30034,Buff,NONE,,"{'AdditionEffect', Target='Round', Effects={{'Damage',Rate=0.4}}}",0,Replace,1,1,,,0
E35,背后伤害,30035,Buff,NONE,,"{'AdditionEffect', Target='Behind', Effects={{'Damage',Rate=0.25}}}",0,Replace,1,1,,,0
E36,背后伤害,30036,Buff,NONE,,"{'AdditionEffect', Target='Behind', Effects={{'Damage',Rate=0.15}}}",0,Replace,1,1,,,0
E37,攻击宠物,30037,Buff,NONE,,"{'Damage',Rate=1,DamageObjValue=0.3,TargetType={4},BattleType=2,Time='Apply'}",0,Replace,1,1,,,0
E38,攻击触发眩晕,30038,Null,NONE,,"{'ProcBuff', {{'E39', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E39,眩晕,30039,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
E40,伤害增加,30040,Buff,NONE,,"{'ChaLAPercent', 'attinc', 5, 0,Time='Apply'}",0,Replace,1,1,,,0
E41,溅射伤害,30041,Buff,NONE,,"{'AdditionEffect', Target='Round', Effects={{'Damage',Rate=0.18}}}",0,Replace,1,1,,,0
E42,攻击仙君,30042,Buff,NONE,,"{'Damage',Rate=1,DamageObjValue=0.8,TargetType={3},Time='Apply'}",0,Replace,1,1,,,0
E43,攻击仙君,30043,Buff,NONE,,"{'Damage',Rate=1,DamageObjValue=0.4,TargetType={3},Time='Apply'}",0,Replace,1,1,,,0
E44,攻击触发防御降低,30044,Null,NONE,,"{'ProcBuff', {{'E44', 100}, {'Nothing', 0}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E45,防御降低,30045,DeBuff,NONE,,"{'ChaLAPercent', 'hujia',  -100}",2,Replace,1,1,,,0
E46,防御提升,30046,Buff,NONE,,"{'ChaLAPercent', 'hujia',  80}",0,Replace,1,1,,,0
E47,无视防御,30047,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 100, 0,Time='Apply'}",0,Replace,1,1,,,0
E48,攻击触发眩晕,30048,Null,NONE,,"{'ProcBuff', {{'E49', 25}, {'Nothing', 75}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
E49,眩晕,30049,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
E50,伤害增加,30050,Buff,NONE,,"{'ChaLAPercent', 'attinc', 4, 0,Time='Apply'}",0,Replace,1,1,,,0
E51,无视防御,30051,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 50, 0,Time='Apply'}",0,Replace,1,1,,,0
E52,无视防御,30052,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 100, 0,Time='Apply'}",0,Replace,1,1,,,0
E53,必然暴击,30053,Buff,NONE,,{"CertainCrit"},0,Replace,1,1,,,0
E54,复活,30054,Buff,NONE,,"{'ChaHPPercent', 45, Time = 'BeforeDead', Rate=0.2, limitCount=3}",0,Replace,1,1,,,0
E55,复活,30055,Buff,NONE,,"{'ChaHPPercent', 45, Time = 'BeforeDead', Rate=0.2, limitCount=3}",0,Replace,1,1,,,0
E56,回复生命,30056,Buff,NONE,,"{'ChaHPPercent', 8, Time='Interval', Interval=1, TriggerRound={1,1}}",0,Replace,1,1,,,
E57,受到攻击触发反击,30057,Null,NONE,,"{'ProcBuff', {{'E58', 100}, {'Nothing', 0}}, Time='BeAOECast'}",0,Replace,1,1,,,0
E58,反击,30058,Buff,NONE,,"{'Damage', Param='demage', Rate=0.22, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
E59,受到攻击触发反击,30059,Null,NONE,,"{'ProcBuff', {{'E60', 100}, {'Nothing', 0}}, Time='BeAOECast'}",0,Replace,1,1,,,0
E60,反击,30060,Buff,NONE,,"{'Damage', Param='demage', Rate=0.13, Tag='Target',Time='Apply'}",0,Replace,1,1,,,0
E61,受到攻击触发伤害减免,30061,Null,NONE,,"{'ProcBuff', {{'E62', 100}, {'Nothing', 0}}, Time='BeAOECast'}",0,Replace,1,1,,,0
E62,伤害减免PVP,30062,Buff,NONE,,"{'ChaLAPercent', 'pvpattdec',-0.02, PVP=1}",0,Replace,1,1,,,0
E63,生命扣除,30063,DeBuff,NONE,,"{'ChaHPCurPercent', -5, Time='Interval', Interval=1}",3,Replace,1,1,,,0
E64,生命扣除,30064,DeBuff,NONE,,"{'ChaHPCurPercent', -2, Time='Interval', Interval=1}",3,Replace,1,1,,,0
E65,伤害增加,30065,Buff,NONE,,"{'ChaLAPercent', 'attinc', 3, 0,Time='Apply'}",0,Replace,1,1,,,0
E66,伤害增加,30066,Buff,NONE,,"{'ChaLAPercent', 'attinc', 200, 0,Time='Apply'}",0,Replace,1,1,,,0
E67,伤害增加,30067,Buff,NONE,,"{'ChaLAPercent', 'attinc', 80, 0,Time='Apply'}",0,Replace,1,1,,,0
E68,必中,30068,Buff,NONE,,{'CertainHit'},0,Replace,1,1,,,0
F1,开场触发状态,30069,Null,NONE,,"{'ProcBuff', {{'F2', 20}, {'Nothing', 80}}, Time='Apply'}",0,Replace,1,1,,,0
F2,嘲讽,30070,DeBuff,NONE,,"{'forceTarget'},{'ProcBuff', {{'F3', 100}, {'Nothing', 0}}, Time='Apply'}",0,Replace,1,1,,,0
F3,受伤减免,30071,Buff,NONE,,"{'AcceptDAdd', -30}",1,Replace,1,1,,,0
F4,触发眩晕,30072,Null,NONE,,"{'ProcBuff', {{'F4', 16}, {'Nothing', 84}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F5,眩晕,30073,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F6,添加状态,30074,Null,NONE,,"{'ProcBuff', 'F7',Tag={'SELF'}},{'ProcBuff', 'F7',Tag={'AHEAD'}} ",0,Replace,1,1,,,0
F7,状态触发,30075,Null,NONE,,"{'ProcBuff',{{'F8', 23}, {'Nothing', 76}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F8,混乱,30076,DeBuff,NONE,,"{'Betray',MainFirst=1}",1,Replace,1,1,,,0
F9,状态触发,30077,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffEndRound','F10', Time = 'EndRound',CoolRound=2,TargetCount=2, BeDamageCount=5}",0,Replace,1,1,,,0
F10,眩晕,30078,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",2,Replace,1,1,,,0
F11,状态触发,30079,Null,NONE,,"{'CondTagProcBuffs', {{'HPPercent', 0, 40}}, 'F12', Time='Damage', TriggerRound={3,30}, MainFirst=1}",0,Replace,1,1,,,0
F12,攻击提升,30080,Buff,NONE,,"{'ChaLAPercent', 'demage',  17.8}",0,Replace,1,1,,,0
F13,攻击触发生命降低,30081,Null,NONE,,"{'ProcBuff', {{'F14', 33}, {'Nothing', 67}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
F14,中毒,30082,DeBuff,NONE,,"{'ChaHPCurPercent', 5, Time='EndRound',CoolRound=2}",2,Replace,1,1,,,0
F15,真实伤害,30083,Buff,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'Damage', Param='demage', Rate=0.34, Time='RoundEnd', RealDamage=true, RecordDamage=0, Tag='MainFirst'}",0,Replace,1,1,,,0
F16,状态连击,30084,Null,NONE,,"{'DoubleCast', 0.3333, CastCount=2,TriggerRound={3,30}}",0,Replace,1,1,,,0
F17,状态添加,30085,Null,NONE,,"{'ProcBuff', 'F18',Tag={'SELF'}},{'ProcBuff', 'F18',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F18,状态触发,30086,Null,NONE,,"{'CounterHP', 16, 'F19', Time='BeDamage',CoolRound=5, TriggerRound={1,30},Tag='TargetList'}",0,Replace,1,1,,,0
F19,生命扣除,30087,DeBuff,NONE,,"{'ChaHPCurPercent', 14, Time='Interval', Interval=1}",2,Replace,1,1,,,0
F20,状态触发,30088,Null,NONE,,"{'ProcBuff', {{'F21', 10}, {'Nothing', 90}},  Time='Damage', TriggerRound={4,30}, Tag='SelfRound'}   ",0,Replace,1,1,,,0
F21,生命恢复,30089,Buff,NONE,,"{'ChaHPPercent', 74.45, Time = 'Apply', Tag='CastMinHp'}",0,Replace,1,1,,,0
F22,状态添加,30090,Null,NONE,,"{'ProcBuff', {{'F23', 16}, {'Nothing', 84}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F23,状态触发,30091,Null,NONE,,"{'ProcBuff', {{'F24', 100}},  Time='Apply',  Tag='Target'}",0,Replace,1,1,,,0
F24,不能恢复生命,30092,DeBuff,NONE,,{'NoRestore'},2,Replace,1,1,,,0
F25,状态触发,30093,Null,NONE,,"{'CounterOnly', Time='BeDamage'},{'ProCounterEffect', 6, 'F26', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F26,恢复生命,30094,Buff,NONE,,"{'ChaHPPercent', 10, Time='EndRound', Tag='CastList'}",0,Replace,1,1,,,0
F27,反弹伤害,30095,Buff,NONE,,"{'ReboundDamage', 0.2, Time=""BeDamage""}",0,Replace,1,1,,,0
F28,伤害增加,30096,Buff,NONE,,"{'CondBuffDamage', {2}, 0.11}",0,Replace,1,1,,,0
F29,状态添加,30097,Null,NONE,,"{'ProcBuff', 'F30',Tag={'SELF'}},{'ProcBuff', 'F30',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F30,状态触发,30098,Null,NONE,,"{'ProcBuff',{{'F31', 20}, {'Nothing', 80}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F31,额外伤害,30099,DeBuff,NONE,,"{'Damage',Rate=0.32,Time='Apply'}",0,Replace,1,1,,,0
F32,秒杀,30100,DeBuff,NONE,,"{'ChaHPPercent', 100, Rate=0.33, Time = 'Apply', EffectHPRange={0,10}},{'CondProcBuff', 'HPPercent', 11, 100, 'F286'}",0,Replace,1,1,,,0
F33,负面状态,30101,Buff,NONE,,"{'ChaLAPercent', 'demage', -11, Time='ApplyDebuff'}",1,Replace,1,1,,,0
F34,死亡触发,30102,Null,NONE,,"{'AddDelayBuff', 'F35', 1, Time='Dead', Tag='Target'}, ",0,Replace,1,1,,,0
F35,概率复活,30103,Null,NONE,,"{'forceTarget'},{'ReviveKillFighter',Rate=0.3, HPPercent=0.12, Time='EndRound'}   ",0,Replace,1,1,,,0
F36,集火,30104,Buff,NONE,,"{'ProcBuff', {{'F287', 100}},  Time='Apply'},{'ProcBuff', {{'F287', 100}}, Tag='Ahead', Time='Apply'}",0,Replace,1,1,,,0
F37,状态添加,30105,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F38', Time='Damage'}",0,Replace,1,1,,,0
F38,状态触发,30106,Null,NONE,,"{'ProcBuff', {{'F39', 3333}, {'Nothing', 6667}}, Time='Apply'}",0,Replace,1,1,,,0
F39,降低防攻,30107,DeBuff,NONE,,"{'ChaLAPercent', 'demage',  -20},{'ChaLAPercent', 'hujia',  -20}",1,Replace,1,1,,,0
F40,状态添加,30108,Null,NONE,,"{'CounterOnly', Time='Damage'},{'ProCounterEffect', 6, 'F41', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F41,生命恢复,30109,Buff,NONE,,"{'ChaHPPercent', 2, Time='EndRound', Tag='CastList'}",2,Replace,1,1,,,0
F42,状态添加,30110,Null,NONE,,"{'CondProcBuff', 'HPPercent', 0, 30, 'F43', Time='EndRound'}",0,Replace,1,1,,,0
F43,攻击提升,30111,Buff,NONE,,"{'ChaLAPercent', 'demage', 12, Time='Apply'}",30,Replace,1,1,,,0
F44,状态触发,30112,Null,NONE,,"{'AddDelayBuff', 'F45',Time=""BeCure"",Rate=0.5}",0,Replace,1,1,,,0
F45,暴击提升,30113,Buff,NONE,,"{'ChaLAPercent', 'critrate', 100, Time='Apply'},{'ChaLAPercent', 'critdamage', 28, Time='Apply'}",0,Replace,1,1,,,0
F46,状态添加,30114,Null,NONE,,"{'ProcBuff', {{'F47', 100}}, Time='Kill',CoolRound=1}",0,Replace,1,1,,,0
F47,再次伤害,30115,Buff,NONE,,"{'Damage',Rate=1,Time='Apply',Tag='RandEnemy'}",0,Replace,1,1,,,0
F48,治疗攻击,30116,Null,NONE,,"{'CureHPDamge', 0.4, Time='BeCure',Tag='RandEnemy'}",0,Replace,1,1,,,0
F49,状态添加,30117,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffByRecordDamage','F51', Time='EndRound', LimitDamage=0.2,Tag='LeftAndRight'},{'ProBuffByRecordDamage','F50', Time='EndRound', LimitDamage=0.2}",0,Replace,1,1,,,0
F50,免伤,30118,Buff,NONE,,{'ShareDamage'},0,Replace,1,1,,,0
F51,防御提升,30119,Buff,NONE,,"{'ChaLAPercent', 'hujia',  52}",0,Replace,1,1,,,0
F52,伤害总额,30120,Null,NONE,,"{'RecordDamageEach', Time='Damage', RoundLimit=1},{'SortDamageProBuff', 0.4, 'F53', Time='EndRound'}",0,Replace,1,1,,,0
F53,攻击提升,30121,Buff,NONE,,"{'ChaLAPercent', 'demage', 23, Time='Apply'}",0,Replace,1,1,,,0
F54,状态添加,30122,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F55', Time='Damage'}",0,Replace,1,1,,,0
F55,必暴、暴击提升,30123,Buff,NONE,,"{'CertainCrit'}, {'ChaLAPercent', 'critdamage', 43, Time='Apply'}",0,Replace,1,1,,,0
F56,状态添加,30124,Null,NONE,,"{'CondProcBuff', 'HPPercent', 60, 100, 'F57',TriggerRound={3,30}} ",0,Replace,1,1,,,0
F57,分摊伤害,30125,Buff,NONE,,"{'TransferDamage', 0.25},{'RecordDamage',Time = 'HPChange'}",0,Replace,1,1,,,0
F58,开场触发状态,30126,Null,NONE,,"{'ProcBuff', {{'F59', 20}, {'Nothing', 80}}, Time='Apply'}",0,Replace,1,1,,,0
F59,嘲讽,30127,DeBuff,NONE,,"{'forceTarget'},{'ProcBuff', {{'F60', 100}, {'Nothing', 0}}, Time='Apply'}",0,Replace,1,1,,,0
F60,受伤减免,30128,Buff,NONE,,"{'AcceptDAdd', -6}",1,Replace,1,1,,,0
F61,触发眩晕,30129,Null,NONE,,"{'ProcBuff', {{'F62', 32}, {'Nothing', 968}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F62,眩晕,30130,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F63,添加状态,30131,Null,NONE,,"{'ProcBuff', 'F64',Tag={'SELF'}},{'ProcBuff', 'F64',Tag={'AHEAD'}} ",0,Replace,1,1,,,0
F64,状态触发,30132,Null,NONE,,"{'ProcBuff',{{'F65', 46}, {'Nothing', 954}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F65,混乱,30133,DeBuff,NONE,,"{'Betray',MainFirst=1}",1,Replace,1,1,,,0
F66,状态触发,30134,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffEndRound','F67', Time = 'EndRound',CoolRound=2,TargetCount=2, BeDamageCount=8}",0,Replace,1,1,,,0
F67,眩晕,30135,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F68,状态触发,30136,Null,NONE,,"{'CondTagProcBuffs', {{'HPPercent', 0, 40}}, 'F69', Time='Damage', TriggerRound={3,30}, MainFirst=1}",0,Replace,1,1,,,0
F69,攻击提升,30137,Buff,NONE,,"{'ChaLAPercent', 'demage',  3.56}",0,Replace,1,1,,,0
F70,攻击触发生命降低,30138,Null,NONE,,"{'ProcBuff', {{'F71', 33}, {'Nothing', 67}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
F71,中毒,30139,DeBuff,NONE,,"{'ChaHPCurPercent', 1, Time='EndRound',CoolRound=2}",2,Replace,1,1,,,0
F72,真实伤害,30140,Buff,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'Damage', Param='demage', Rate=0.068, Time='RoundEnd', RealDamage=true, RecordDamage=0, Tag='MainFirst'}",0,Replace,1,1,,,0
F73,状态连击,30141,Null,NONE,,"{'DoubleCast', 0.0666, CastCount=2,TriggerRound={3,30}}",0,Replace,1,1,,,0
F74,状态添加,30142,Null,NONE,,"{'ProcBuff', 'F75',Tag={'SELF'}},{'ProcBuff', 'F75',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F75,状态触发,30143,Null,NONE,,"{'CounterHP', 16, 'F76', Time='BeDamage',CoolRound=5, TriggerRound={1,30},Tag='TargetList'}",0,Replace,1,1,,,0
F76,生命扣除,30144,DeBuff,NONE,,"{'ChaHPCurPercent', 2.8, Time='Interval', Interval=1}",2,Replace,1,1,,,0
F77,状态触发,30145,Null,NONE,,"{'ProcBuff', {{'F78', 10}, {'Nothing', 90}},  Time='Damage', TriggerRound={4,30}, Tag='SelfRound'}   ",0,Replace,1,1,,,0
F78,生命恢复,30146,Buff,NONE,,"{'ChaHPPercent', 14.95, Time = 'Apply', Tag='CastMinHp'}",0,Replace,1,1,,,0
F79,状态添加,30147,Null,NONE,,"{'ProcBuff', {{'F80', 32}, {'Nothing', 968}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F80,状态触发,30148,Null,NONE,,"{'ProcBuff', {{'F81', 100}},  Time='Apply',  Tag='Target'}",0,Replace,1,1,,,0
F81,不能恢复生命,30149,DeBuff,NONE,,{'NoRestore'},2,Replace,1,1,,,0
F82,状态触发,30150,Null,NONE,,"{'CounterOnly', Time='BeDamage'},{'ProCounterEffect', 6, 'F83', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F83,恢复生命,30151,Buff,NONE,,"{'ChaHPPercent', 2, Time='EndRound', Tag='CastList'}",0,Replace,1,1,,,0
F84,反弹伤害,30152,Buff,NONE,,"{'ReboundDamage', 0.04, Time=""BeDamage""}",0,Replace,1,1,,,0
F85,伤害增加,30153,Buff,NONE,,"{'CondBuffDamage', {2}, 0.022}",0,Replace,1,1,,,0
F86,状态添加,30154,Null,NONE,,"{'ProcBuff', 'F87',Tag={'SELF'}},{'ProcBuff', 'F87',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F87,状态触发,30155,Null,NONE,,"{'ProcBuff',{{'F88', 20}, {'Nothing', 80}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F88,额外伤害,30156,DeBuff,NONE,,"{'Damage',Rate=0.064,Time='Apply'}",0,Replace,1,1,,,0
F89,秒杀,30157,DeBuff,NONE,,"{'ChaHPPercent', 100, Rate=0.066, Time = 'Apply', EffectHPRange={0,10}}",0,Replace,1,1,,,0
F90,负面状态,30158,Buff,NONE,,"{'ChaLAPercent', 'demage', -2.2, Time='ApplyDebuff'}",1,Replace,1,1,,,0
F91,死亡触发,30159,Null,NONE,,"{'AddDelayBuff', 'F92', 1, Time='Dead', Tag='Target'}, ",0,Replace,1,1,,,0
F92,概率复活,30160,Null,NONE,,"{'forceTarget'},{'ReviveKillFighter',Rate=0.06, HPPercent=0.12, Time='EndRound'}   ",0,Replace,1,1,,,0
F93,集火,30161,Buff,NONE,,"{'ForceMainTarget',TriggerRound={1,2}},{'ChaLAPercent', 'attinc', 5.6, 0,Time='Apply'}",0,Replace,1,1,,,0
F94,状态添加,30162,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F95', Time='Damage'}",0,Replace,1,1,,,0
F95,状态触发,30163,Null,NONE,,"{'ProcBuff', {{'F96', 3333}, {'Nothing', 6667}}, Time='Apply'}",0,Replace,1,1,,,0
F96,降低防攻,30164,DeBuff,NONE,,"{'ChaLAPercent', 'demage',  -4},{'ChaLAPercent', 'hujia',  -4}",1,Replace,1,1,,,0
F97,状态添加,30165,Null,NONE,,"{'CounterOnly', Time='Damage'},{'ProCounterEffect', 6, 'F98', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F98,生命恢复,30166,Buff,NONE,,"{'ChaHPPercent', 0.4, Time='EndRound', Tag='CastList'}",2,Replace,1,1,,,0
F99,状态添加,30167,Null,NONE,,"{'CondProcBuff', 'HPPercent', 0, 30, 'F100', Time='EndRound'}",30,Replace,1,1,,,0
F100,攻击提升,30168,Buff,NONE,,"{'ChaLAPercent', 'demage', 2.4, Time='Apply'}",1,Replace,1,1,,,0
F101,状态触发,30169,Null,NONE,,"{'AddDelayBuff', 'F102',Time=""BeCure"",Rate=0.1}",0,Replace,1,1,,,0
F102,暴击提升,30170,Buff,NONE,,"{'ChaLAPercent', 'critrate', 100, Time='Apply'},{'ChaLAPercent', 'critdamage', 28, Time='Apply'}",0,Replace,1,1,,,0
F103,状态添加,30171,Null,NONE,,"{'ProcBuff', {{'F104', 20}, {'Nothing', 80}}, Time='Kill',CoolRound=1}",0,Replace,1,1,,,0
F104,再次伤害,30172,Buff,NONE,,"{'Damage',Rate=1,Time='Apply',Tag='RandEnemy'}",0,Replace,1,1,,,0
F105,治疗攻击,30173,Null,NONE,,"{'CureHPDamge', 0.08, Time='BeCure',Tag='RandEnemy'}",0,Replace,1,1,,,0
