索引,名称,详细描述,摘要 简单描述,物品图示,物品小图标,堆栈数量,物品等级,使用等级,物品品质框,类型,子类型,商店,能否出售0否1真,能否丢弃0否1真,使用时机（0内外皆可1战斗内2战斗外3擂台）,使用对象（仅表示在战斗中的使用对象；1表示可以对自己使用；2表示对自己和己方单位使用；3表示对敌方使用；0表示不能在战斗中使用）,"货币单位(0现银、储备金,1现银,2储备金,100灵石)",购买价格（现银）,出售价格（现银）,分解获得资源点,摆摊价格上限,背包可以使用就填1,使用,使用描述,效用,初始化,是否批量使用,素材质量(1到5，灰色到金色),是否废弃(1是废弃不能生成),提示使用数量,提示使用间隔（秒）,红点使用行为,掉落模型ID,掉落光效（1是有光效）,flag
66004,幻蝶之翼,用于激活翅膀皮肤：幻蝶之翼#br战斗力增加17500,,66004,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
66005,神·幻蝶之翼,用于激活翅膀皮肤：神·幻蝶之翼#br战斗力增加26250,,66004,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67001,蓝蝶精灵,用于激活天仙皮肤：蓝蝶精灵#br战斗力增加16020,,67001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67002,书画仙子,用于激活天仙皮肤：书画仙子#br战斗力增加13000,,67002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67003,白衣仙子,用于激活天仙皮肤：白衣仙子#br战斗力增加18100,,67003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67004,飞龙兽,用于激活天仙皮肤：飞龙兽#br战斗力增加7500,,67004,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67005,蓝灵猫,用于激活天仙皮肤：蓝灵猫#br战斗力增加4500,,67005,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67006,红衣仙子,用于激活天仙皮肤：红衣仙子#br战斗力增加4500,,67006,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67007,月轮仙子,用于激活天仙皮肤：月轮仙子#br战斗力增加4500,,67007,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67008,迷蝶仙子,用于激活天仙皮肤：迷蝶仙子#br战斗力增加11500,,67008,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67009,雪人娃娃,用于激活天仙皮肤：雪人娃娃#br战斗力增加9500,,67009,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67010,萝卜兔,用于激活天仙皮肤：萝卜兔#br战斗力增加11500,,67010,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67011,莲灯仙子,用于激活天仙皮肤：莲灯仙子#br战斗力增加12500,,67011,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67012,琵琶仙子,用于激活天仙皮肤：琵琶仙子#br战斗力增加27500,,67012,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67013,神·莲灯仙子,用于激活天仙皮肤：神·莲灯仙子#br战斗力增加18750,,67011,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67014,神·琵琶仙子,用于激活天仙皮肤：神·琵琶仙子#br战斗力增加41250,,67012,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68001,玄冥寒光,用于激活神兵皮肤：玄冥寒光#br战斗力增加26820,,68001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68002,九枢天龙,用于激活神兵皮肤：九枢天龙#br战斗力增加7500,,68002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68003,轩辕剑,用于激活神兵皮肤：轩辕剑#br战斗力增加19620,,68003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68004,冰晶弧月,用于激活神兵皮肤：冰晶弧月#br战斗力增加29500,,68007,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68005,金羽翎音,用于激活神兵皮肤：金羽翎音#br战斗力增加7500,,68005,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68006,碧璘幽焱,用于激活神兵皮肤：碧璘幽焱#br战斗力增加19500,,68006,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68007,开天神斧,用于激活神兵皮肤：开天神斧#br战斗力增加53500,,68004,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68008,黄泉火照,用于激活神兵皮肤：黄泉火照#br战斗力增加5500,,68008,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68009,太极清源,用于激活神兵皮肤：太极清源#br战斗力增加14500,,68009,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68010,孤狼烈魂,用于激活神兵皮肤：孤狼烈魂#br战斗力增加12420,,68010,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68011,三味真火,用于激活神兵皮肤：三味真火#br战斗力增加15000,,68011,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68012,帝王剑,用于激活神兵皮肤：帝王剑#br战斗力增加22500,,68012,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68013,神·三味真火,用于激活神兵皮肤：神·三味真火#br战斗力增加22500,,68011,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
68014,神·帝王剑,用于激活神兵皮肤：神·帝王剑#br战斗力增加33750,,68012,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
69001,女王瑶姬,用于激活女王皮肤：女王.瑶姬#br战斗力增加21100,,69001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
69002,女王红衣,用于激活女王皮肤：女王.红衣#br战斗力增加23100,,69002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
69003,青衣仙子,用于激活女王皮肤：青衣仙子#br战斗力增加23100,,69003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
