,名称,模型,难度系数,等级,生命上限,面板物理攻击,防御,出手速度,暴击值,抗暴值,爆伤加成,闪避值,命中值,无视防御,减免无视,暴伤减免,伤害增加,伤害减少,PVP伤加,PVP伤减,PVE伤加,PVE伤减,技能列表,技能队列,头目,普通技能ID
7001110,九尾狐,20016,0,120,9008793,225220,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
7001209,异面怪,100009,0,124,270264,236481,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
7001210,巨灵,20014,0,124,13513189,337830,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80055,"0,0,0,0",1,80055
7001309,利刃猿,100028,0,128,272264,238231,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
7001310,白熊精,20015,0,128,13613189,340330,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",1,80008
7001409,巫龟,100022,0,132,274264,239981,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
7001410,龙龟,20017,0,132,13713189,342830,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80058,"0,0,0,0",1,80058
7001509,炎魔,100017,0,136,276264,241731,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
7001510,晶魂,20018,0,136,13813189,345330,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
7001609,山精,100029,0,140,414396,362596,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
7001610,麒麟,20019,0,140,20719784,517995,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80060,"0,0,0,0",1,80060
7001709,巫龟,100022,0,144,416396,364346,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
7001710,黑风小妖,20020,0,144,20819784,520495,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
7001809,异面怪,100009,0,148,418396,366096,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
7001810,熊猫,20021,0,148,20919784,522995,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80062,"0,0,0,0",1,80062
7001909,石狮,100007,0,152,420396,367846,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
7001910,黑水玄蛇,20022,0,152,21019784,525495,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80063,"0,0,0,0",1,80063
7002009,小乌龟,100001,0,156,422396,369596,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
7002010,火灵,20023,0,156,21119784,527995,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80064,"0,0,0,0",1,80064
7002109,白熊精,20015,0,160,515114,450725,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
7002110,猿猴,20024,0,160,25755687,643892,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80065,"0,0,0,0",1,80065
7002209,石狮,100007,0,164,517114,452475,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
7002210,地狱三头犬,20025,0,164,25855687,646392,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
7002309,林妖,100014,0,168,519553,454609,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
7002310,龙象精,20028,0,168,25977634,649441,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
7002409,小僵尸,100019,0,172,521553,456359,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
7002410,白象精,20029,0,172,26077634,651941,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80070,"0,0,0,0",1,80070
7002509,小乌龟,100001,0,176,523553,458109,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
7002510,冰龙,20030,0,176,26177634,654441,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
7002609,冰火螳螂,100016,0,180,759151,664257,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
7002610,星魔,20026,0,180,37957570,948939,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80067,"0,0,0,0",1,80067
7002709,麟鹿,100015,0,184,761151,666007,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
7002710,业魔,20027,0,184,38057570,951439,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
7002809,蚌精,100005,0,188,763151,667757,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
7002810,剑侠兔,20031,0,188,38157570,953939,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80072,"0,0,0,0",1,80072
7002909,五毒蝎,100021,0,192,765151,669507,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
7002910,封蛇,20032,0,192,38257570,956439,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80073,"0,0,0,0",1,80073
7003009,利刃猿,100028,0,196,767151,671257,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
7003010,鬼武者,20033,0,196,38357570,958939,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80074,"0,0,0,0",1,80074
7003109,异面怪,100009,0,200,1112370,973323,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
7003110,魑,100041,0,200,55618476,1390462,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
7003209,异面怪,100009,0,205,1114370,975073,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
7003210,黑风老妖,20034,0,205,55718476,1392962,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
7003309,灵猴,100023,0,210,1116370,976823,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
7003310,魅,100040,0,210,55818476,1395462,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
7003409,异面怪,100009,0,215,1118370,978573,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
7003410,招财猫,20035,0,215,55918476,1397962,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80076,"0,0,0,0",1,80076
7003509,白熊精,20015,0,220,1120370,980323,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
7003510,狮驼,20046,0,220,56018476,1400462,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
7003609,蚌精,100005,0,225,1624536,1421469,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
7003610,酒仙,20036,0,225,81226790,2030670,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
7003709,灵猴,100023,0,230,1626536,1423219,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
7003710,狻猊,20037,0,230,81326790,2033170,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80078,"0,0,0,0",1,80078
7003809,蛮牛,100006,0,235,1628536,1424969,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
7003810,水龙,20038,0,235,81426790,2035670,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80079,"0,0,0,0",1,80079
7003909,灵猴,100023,0,240,1630536,1426719,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
7003910,靡籁,100036,0,240,81526790,2038170,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
7004009,灵猴,100023,0,245,1632536,1428469,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
7004010,穷奇,100038,0,245,81626790,2040670,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
7004109,瞌睡蛇,100020,0,250,2367177,2071280,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
7004110,深渊之龙,100039,0,250,118358846,2958971,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
8000109,林妖,100014,0,70,7264,15221,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
8000110,小白虎,20011,0,70,363215,21745,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80052,"0,0,0,0",1,80052
8000209,蚌精,100005,0,75,9952,18266,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
8000210,鲛人,20003,0,75,497605,26094,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
8000309,小僵尸,100019,0,80,13634,21919,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
8000310,蟹精,20010,0,80,681719,31313,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80051,"0,0,0,0",1,80051
8000409,蝶精灵,100010,0,85,18679,26303,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
8000410,白熊精,20015,0,85,933955,37575,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",1,80008
8000509,石巨人,100024,0,90,25590,31563,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
8000510,剑灵,20006,0,90,1279519,45090,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80047,"0,0,0,0",1,80047
8000609,蝶精灵,100010,0,95,35059,37876,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
8000610,麒麟,20019,0,95,1752941,54108,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80060,"0,0,0,0",1,80060
8000709,石狮,100007,0,100,48031,75751,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
8000710,晶魂,20018,0,100,2401529,108216,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
8000809,林妖,100014,0,105,65802,94689,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
8000810,黑风小妖,20020,0,105,3290094,135270,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
8000909,五毒蝎,100021,0,110,90149,118362,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
8000910,熊猫,20021,0,110,4507429,169088,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80062,"0,0,0,0",1,80062
8001009,邪毒蜂,100018,0,120,123504,147952,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
8001010,黑水玄蛇,20022,0,120,6175178,211360,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80063,"0,0,0,0",1,80063
8001109,剑魂,100012,0,130,169200,184940,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
8001110,火灵,20023,0,130,8459993,264200,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80064,"0,0,0,0",1,80064
8001209,冰火螳螂,100016,0,140,231804,258916,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
8001210,鬼武者,20033,0,140,11590191,369880,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80074,"0,0,0,0",1,80074
8001309,小骷髅,100003,0,150,251804,293405,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
8001310,招财猫,20035,0,150,12590191,419150,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80076,"0,0,0,0",1,80076
8001409,剑魂,100012,0,160,314755,317273,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
8001410,狮驼,20046,0,160,15737739,453248,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
8001509,小骷髅,100003,0,170,334755,341142,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
8001510,酒仙,20036,0,170,16737739,487346,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
8001609,邪毒蜂,100018,0,180,418443,365011,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
8001610,魑,100041,0,180,20922173,521444,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
8001709,山精,100029,0,190,539644,388879,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
8001710,魅,100040,0,190,26982186,555542,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
8001809,木鱼怪,100026,0,200,674555,365011,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
8001810,猪刚鬣,20043,0,200,33727732,521444,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80084,"0,0,0,0",1,80084
8001909,五毒蝎,100021,0,220,843193,341142,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
8001910,虎力大仙,20044,0,220,42159665,487346,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
8002009,炎魔,100017,0,240,1053992,317273,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
8002010,靡籁,100036,0,240,52699581,453248,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
8002109,剑魂,100012,0,260,1317490,293405,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
8002110,穷奇,100038,0,260,65874477,419150,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
8002209,林妖,100014,0,280,1646862,269536,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
8002210,深渊之龙,100039,0,280,82343096,385052,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
9000109,蚌精,100005,0,40,527,4200,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
9000110,猪刚鬣,20043,0,40,8775,6000,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80084,"0,0,0,0",1,80084
9000209,剑魂,100012,0,40,827,4200,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
9000210,晶魂,20018,0,40,13775,6000,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
9000309,炎魔,100017,0,40,1307,5291,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
9000310,鹿力大仙,20047,0,40,21775,7559,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
9000409,剑魂,100012,0,40,1727,6529,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
9000410,棕熊,20008,0,40,28775,9327,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80049,"0,0,0,0",1,80049
9000509,强盗,100002,0,40,2087,7798,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
9000510,多闻天王,17006,0,40,34775,11140,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80122,"0,0,0,0",1,80122
9000609,寒霜狼,100011,0,40,2687,11005,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
9000610,白虎,20041,0,40,44775,15721,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80082,"0,0,0,0",1,80082
9000709,炎魔,100017,0,40,3287,12140,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
9000710,地狱三头犬,20025,0,40,54775,17342,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
9000809,木鱼怪,100026,0,40,3887,13649,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
9000810,桃花仙子,17003,0,40,64775,19499,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80119,"0,0,0,0",1,80119
9000909,石狮,100007,0,40,4823,13938,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
9000910,阎罗王,17008,0,40,80375,19911,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80127,"0,0,0,0",1,80127
9001009,五毒蝎,100021,0,40,5759,15097,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
9001010,魑,100041,0,40,95975,21567,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
9001109,蝶精灵,100010,0,40,6695,16399,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
9001110,业魔,20027,0,40,111575,23427,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
9001209,剑魂,100012,0,40,7703,17683,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
9001210,虎力大仙,20044,0,40,128375,25262,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
9001309,瞌睡蛇,100020,0,40,8711,19150,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
9001310,龙龟,20017,0,40,145175,27357,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80104,"0,0,0,0",1,80104
9001409,异面怪,100009,0,40,9719,20184,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
9001410,云中子,100034,0,40,161975,28835,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80117,"0,0,0,0",1,80117
9001509,石巨人,100024,0,40,10799,24683,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
9001510,阎罗王,17008,0,40,179975,35261,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80127,"0,0,0,0",1,80127
9001609,利刃猿,100028,0,40,11879,26024,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
9001610,地狱三头犬,20025,0,40,197975,37178,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
9001709,古树精,100013,0,40,12959,27253,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
9001710,云中子,100034,0,40,215975,38933,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80117,"0,0,0,0",1,80117
9001809,瞌睡蛇,100020,0,40,14111,28973,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
9001810,鲛人,20003,0,40,235175,41390,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
9001909,邪毒蜂,100018,0,40,15263,30124,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
9001910,炼丹童子,17002,0,40,254375,43035,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80090,"0,0,0,0",1,80090
9002009,蛮牛,100006,0,40,16415,31609,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
9002010,多闻天王,17006,0,40,273575,45156,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80122,"0,0,0,0",1,80122
9002109,蝶精灵,100010,0,40,17639,33418,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
9002110,封蛇,20032,0,40,293975,47741,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80073,"0,0,0,0",1,80073
9002209,小骷髅,100003,0,40,18863,34436,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
9002210,酒仙,20036,0,40,314375,49195,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
9002309,木鱼怪,100026,0,40,20087,36082,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
9002310,玉冥真人,100033,0,40,334775,51546,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
9002409,山精,100029,0,40,21383,36977,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
9002410,逸琼玄女,100032,0,40,356375,52824,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80114,"0,0,0,0",1,80114
9002509,跳跳鼠,100004,0,40,22679,38079,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
9002510,蓝巨人,20045,0,40,377975,54399,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80086,"0,0,0,0",1,80086
9002609,古树精,100013,0,40,23975,39213,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
9002610,流浪剑客,17005,0,40,399575,56019,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80121,"0,0,0,0",1,80121
9002709,剑魂,100012,0,40,25343,40379,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
9002710,上官清,100031,0,40,422375,57684,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80031,"0,0,0,0",1,80031
9002809,蝶精灵,100010,0,40,26711,41576,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
9002810,鲛人,20003,0,40,445175,59394,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
9002909,木鱼怪,100026,0,40,28079,42804,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
9002910,白象精,20029,0,40,467975,61149,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80110,"0,0,0,0",1,80110
9003009,小骷髅,100003,0,40,29519,44064,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
9003010,狻猊,20037,0,40,491975,62949,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80078,"0,0,0,0",1,80078
9003109,小僵尸,100019,0,40,30959,45356,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
9003110,麒麟,20019,0,40,515975,64794,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80105,"0,0,0,0",1,80105
9003209,冰火螳螂,100016,0,40,32399,46679,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
9003210,靡籁,100036,0,40,539975,66684,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80132,"0,0,0,0",1,80132
9003309,白熊精,20015,0,40,33911,48033,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
9003310,重明鸟,20013,0,40,565175,68619,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80102,"0,0,0,0",1,80102
9003409,灵猴,100023,0,40,35423,49419,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
9003410,雷震子,17010,0,40,590375,70599,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80129,"0,0,0,0",1,80129
9003509,麟鹿,100015,0,40,36935,50837,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
9003510,地狱三头犬,20025,0,40,615575,72624,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
9003609,利刃猿,100028,0,40,38519,52286,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
9003610,冰龙,20030,0,40,641975,74694,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
9003709,山精,100029,0,40,40103,53766,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
9003710,地狱三头犬,20025,0,40,668375,76809,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
9003809,剑魂,100012,0,40,41687,55278,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
9003810,猿猴,20024,0,40,694775,78969,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80065,"0,0,0,0",1,80065
9003909,异面怪,100009,0,40,43343,56822,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
