ID,帮贡消耗,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8
298,700,"{'maxhp',102512},{'hujia',2980}","{'demage',15794}","{'demage',894},{'hujia',14900}","{'demage',14900},{'critrate',596}","{'demage',14900},{'critratedec',596}","{'demage',14900},{'hitrate',596}","{'demage',14900},{'dodge',596}","{'maxhp',66752},{'speed',298}"
299,700,"{'maxhp',102856},{'hujia',2990}","{'demage',15847}","{'demage',897},{'hujia',14950}","{'demage',14950},{'critrate',598}","{'demage',14950},{'critratedec',598}","{'demage',14950},{'hitrate',598}","{'demage',14950},{'dodge',598}","{'maxhp',66976},{'speed',299}"
300,800,"{'maxhp',103200},{'hujia',3000}","{'demage',15900}","{'demage',900},{'hujia',15000}","{'demage',15000},{'critrate',600}","{'demage',15000},{'critratedec',600}","{'demage',15000},{'hitrate',600}","{'demage',15000},{'dodge',600}","{'maxhp',67200},{'speed',300}"
301,800,"{'maxhp',103544},{'hujia',3010}","{'demage',15953}","{'demage',903},{'hujia',15050}","{'demage',15050},{'critrate',602}","{'demage',15050},{'critratedec',602}","{'demage',15050},{'hitrate',602}","{'demage',15050},{'dodge',602}","{'maxhp',67424},{'speed',301}"
302,800,"{'maxhp',103888},{'hujia',3020}","{'demage',16006}","{'demage',906},{'hujia',15100}","{'demage',15100},{'critrate',604}","{'demage',15100},{'critratedec',604}","{'demage',15100},{'hitrate',604}","{'demage',15100},{'dodge',604}","{'maxhp',67648},{'speed',302}"
303,800,"{'maxhp',104232},{'hujia',3030}","{'demage',16059}","{'demage',909},{'hujia',15150}","{'demage',15150},{'critrate',606}","{'demage',15150},{'critratedec',606}","{'demage',15150},{'hitrate',606}","{'demage',15150},{'dodge',606}","{'maxhp',67872},{'speed',303}"
304,800,"{'maxhp',104576},{'hujia',3040}","{'demage',16112}","{'demage',912},{'hujia',15200}","{'demage',15200},{'critrate',608}","{'demage',15200},{'critratedec',608}","{'demage',15200},{'hitrate',608}","{'demage',15200},{'dodge',608}","{'maxhp',68096},{'speed',304}"
305,800,"{'maxhp',104920},{'hujia',3050}","{'demage',16165}","{'demage',915},{'hujia',15250}","{'demage',15250},{'critrate',610}","{'demage',15250},{'critratedec',610}","{'demage',15250},{'hitrate',610}","{'demage',15250},{'dodge',610}","{'maxhp',68320},{'speed',305}"
306,800,"{'maxhp',105264},{'hujia',3060}","{'demage',16218}","{'demage',918},{'hujia',15300}","{'demage',15300},{'critrate',612}","{'demage',15300},{'critratedec',612}","{'demage',15300},{'hitrate',612}","{'demage',15300},{'dodge',612}","{'maxhp',68544},{'speed',306}"
307,800,"{'maxhp',105608},{'hujia',3070}","{'demage',16271}","{'demage',921},{'hujia',15350}","{'demage',15350},{'critrate',614}","{'demage',15350},{'critratedec',614}","{'demage',15350},{'hitrate',614}","{'demage',15350},{'dodge',614}","{'maxhp',68768},{'speed',307}"
308,800,"{'maxhp',105952},{'hujia',3080}","{'demage',16324}","{'demage',924},{'hujia',15400}","{'demage',15400},{'critrate',616}","{'demage',15400},{'critratedec',616}","{'demage',15400},{'hitrate',616}","{'demage',15400},{'dodge',616}","{'maxhp',68992},{'speed',308}"
309,800,"{'maxhp',106296},{'hujia',3090}","{'demage',16377}","{'demage',927},{'hujia',15450}","{'demage',15450},{'critrate',618}","{'demage',15450},{'critratedec',618}","{'demage',15450},{'hitrate',618}","{'demage',15450},{'dodge',618}","{'maxhp',69216},{'speed',309}"
310,800,"{'maxhp',106640},{'hujia',3100}","{'demage',16430}","{'demage',930},{'hujia',15500}","{'demage',15500},{'critrate',620}","{'demage',15500},{'critratedec',620}","{'demage',15500},{'hitrate',620}","{'demage',15500},{'dodge',620}","{'maxhp',69440},{'speed',310}"
311,800,"{'maxhp',106984},{'hujia',3110}","{'demage',16483}","{'demage',933},{'hujia',15550}","{'demage',15550},{'critrate',622}","{'demage',15550},{'critratedec',622}","{'demage',15550},{'hitrate',622}","{'demage',15550},{'dodge',622}","{'maxhp',69664},{'speed',311}"
312,800,"{'maxhp',107328},{'hujia',3120}","{'demage',16536}","{'demage',936},{'hujia',15600}","{'demage',15600},{'critrate',624}","{'demage',15600},{'critratedec',624}","{'demage',15600},{'hitrate',624}","{'demage',15600},{'dodge',624}","{'maxhp',69888},{'speed',312}"
313,800,"{'maxhp',107672},{'hujia',3130}","{'demage',16589}","{'demage',939},{'hujia',15650}","{'demage',15650},{'critrate',626}","{'demage',15650},{'critratedec',626}","{'demage',15650},{'hitrate',626}","{'demage',15650},{'dodge',626}","{'maxhp',70112},{'speed',313}"
314,800,"{'maxhp',108016},{'hujia',3140}","{'demage',16642}","{'demage',942},{'hujia',15700}","{'demage',15700},{'critrate',628}","{'demage',15700},{'critratedec',628}","{'demage',15700},{'hitrate',628}","{'demage',15700},{'dodge',628}","{'maxhp',70336},{'speed',314}"
315,800,"{'maxhp',108360},{'hujia',3150}","{'demage',16695}","{'demage',945},{'hujia',15750}","{'demage',15750},{'critrate',630}","{'demage',15750},{'critratedec',630}","{'demage',15750},{'hitrate',630}","{'demage',15750},{'dodge',630}","{'maxhp',70560},{'speed',315}"
316,800,"{'maxhp',108704},{'hujia',3160}","{'demage',16748}","{'demage',948},{'hujia',15800}","{'demage',15800},{'critrate',632}","{'demage',15800},{'critratedec',632}","{'demage',15800},{'hitrate',632}","{'demage',15800},{'dodge',632}","{'maxhp',70784},{'speed',316}"
317,800,"{'maxhp',109048},{'hujia',3170}","{'demage',16801}","{'demage',951},{'hujia',15850}","{'demage',15850},{'critrate',634}","{'demage',15850},{'critratedec',634}","{'demage',15850},{'hitrate',634}","{'demage',15850},{'dodge',634}","{'maxhp',71008},{'speed',317}"
318,800,"{'maxhp',109392},{'hujia',3180}","{'demage',16854}","{'demage',954},{'hujia',15900}","{'demage',15900},{'critrate',636}","{'demage',15900},{'critratedec',636}","{'demage',15900},{'hitrate',636}","{'demage',15900},{'dodge',636}","{'maxhp',71232},{'speed',318}"
319,800,"{'maxhp',109736},{'hujia',3190}","{'demage',16907}","{'demage',957},{'hujia',15950}","{'demage',15950},{'critrate',638}","{'demage',15950},{'critratedec',638}","{'demage',15950},{'hitrate',638}","{'demage',15950},{'dodge',638}","{'maxhp',71456},{'speed',319}"
320,800,"{'maxhp',110080},{'hujia',3200}","{'demage',16960}","{'demage',960},{'hujia',16000}","{'demage',16000},{'critrate',640}","{'demage',16000},{'critratedec',640}","{'demage',16000},{'hitrate',640}","{'demage',16000},{'dodge',640}","{'maxhp',71680},{'speed',320}"
321,800,"{'maxhp',110424},{'hujia',3210}","{'demage',17013}","{'demage',963},{'hujia',16050}","{'demage',16050},{'critrate',642}","{'demage',16050},{'critratedec',642}","{'demage',16050},{'hitrate',642}","{'demage',16050},{'dodge',642}","{'maxhp',71904},{'speed',321}"
322,800,"{'maxhp',110768},{'hujia',3220}","{'demage',17066}","{'demage',966},{'hujia',16100}","{'demage',16100},{'critrate',644}","{'demage',16100},{'critratedec',644}","{'demage',16100},{'hitrate',644}","{'demage',16100},{'dodge',644}","{'maxhp',72128},{'speed',322}"
323,800,"{'maxhp',111112},{'hujia',3230}","{'demage',17119}","{'demage',969},{'hujia',16150}","{'demage',16150},{'critrate',646}","{'demage',16150},{'critratedec',646}","{'demage',16150},{'hitrate',646}","{'demage',16150},{'dodge',646}","{'maxhp',72352},{'speed',323}"
324,800,"{'maxhp',111456},{'hujia',3240}","{'demage',17172}","{'demage',972},{'hujia',16200}","{'demage',16200},{'critrate',648}","{'demage',16200},{'critratedec',648}","{'demage',16200},{'hitrate',648}","{'demage',16200},{'dodge',648}","{'maxhp',72576},{'speed',324}"
325,800,"{'maxhp',111800},{'hujia',3250}","{'demage',17225}","{'demage',975},{'hujia',16250}","{'demage',16250},{'critrate',650}","{'demage',16250},{'critratedec',650}","{'demage',16250},{'hitrate',650}","{'demage',16250},{'dodge',650}","{'maxhp',72800},{'speed',325}"
326,800,"{'maxhp',112144},{'hujia',3260}","{'demage',17278}","{'demage',978},{'hujia',16300}","{'demage',16300},{'critrate',652}","{'demage',16300},{'critratedec',652}","{'demage',16300},{'hitrate',652}","{'demage',16300},{'dodge',652}","{'maxhp',73024},{'speed',326}"
327,800,"{'maxhp',112488},{'hujia',3270}","{'demage',17331}","{'demage',981},{'hujia',16350}","{'demage',16350},{'critrate',654}","{'demage',16350},{'critratedec',654}","{'demage',16350},{'hitrate',654}","{'demage',16350},{'dodge',654}","{'maxhp',73248},{'speed',327}"
328,800,"{'maxhp',112832},{'hujia',3280}","{'demage',17384}","{'demage',984},{'hujia',16400}","{'demage',16400},{'critrate',656}","{'demage',16400},{'critratedec',656}","{'demage',16400},{'hitrate',656}","{'demage',16400},{'dodge',656}","{'maxhp',73472},{'speed',328}"
329,800,"{'maxhp',113176},{'hujia',3290}","{'demage',17437}","{'demage',987},{'hujia',16450}","{'demage',16450},{'critrate',658}","{'demage',16450},{'critratedec',658}","{'demage',16450},{'hitrate',658}","{'demage',16450},{'dodge',658}","{'maxhp',73696},{'speed',329}"
330,800,"{'maxhp',113520},{'hujia',3300}","{'demage',17490}","{'demage',990},{'hujia',16500}","{'demage',16500},{'critrate',660}","{'demage',16500},{'critratedec',660}","{'demage',16500},{'hitrate',660}","{'demage',16500},{'dodge',660}","{'maxhp',73920},{'speed',330}"
331,800,"{'maxhp',113864},{'hujia',3310}","{'demage',17543}","{'demage',993},{'hujia',16550}","{'demage',16550},{'critrate',662}","{'demage',16550},{'critratedec',662}","{'demage',16550},{'hitrate',662}","{'demage',16550},{'dodge',662}","{'maxhp',74144},{'speed',331}"
332,800,"{'maxhp',114208},{'hujia',3320}","{'demage',17596}","{'demage',996},{'hujia',16600}","{'demage',16600},{'critrate',664}","{'demage',16600},{'critratedec',664}","{'demage',16600},{'hitrate',664}","{'demage',16600},{'dodge',664}","{'maxhp',74368},{'speed',332}"
333,800,"{'maxhp',114552},{'hujia',3330}","{'demage',17649}","{'demage',999},{'hujia',16650}","{'demage',16650},{'critrate',666}","{'demage',16650},{'critratedec',666}","{'demage',16650},{'hitrate',666}","{'demage',16650},{'dodge',666}","{'maxhp',74592},{'speed',333}"
334,800,"{'maxhp',114896},{'hujia',3340}","{'demage',17702}","{'demage',1002},{'hujia',16700}","{'demage',16700},{'critrate',668}","{'demage',16700},{'critratedec',668}","{'demage',16700},{'hitrate',668}","{'demage',16700},{'dodge',668}","{'maxhp',74816},{'speed',334}"
335,800,"{'maxhp',115240},{'hujia',3350}","{'demage',17755}","{'demage',1005},{'hujia',16750}","{'demage',16750},{'critrate',670}","{'demage',16750},{'critratedec',670}","{'demage',16750},{'hitrate',670}","{'demage',16750},{'dodge',670}","{'maxhp',75040},{'speed',335}"
336,800,"{'maxhp',115584},{'hujia',3360}","{'demage',17808}","{'demage',1008},{'hujia',16800}","{'demage',16800},{'critrate',672}","{'demage',16800},{'critratedec',672}","{'demage',16800},{'hitrate',672}","{'demage',16800},{'dodge',672}","{'maxhp',75264},{'speed',336}"
337,800,"{'maxhp',115928},{'hujia',3370}","{'demage',17861}","{'demage',1011},{'hujia',16850}","{'demage',16850},{'critrate',674}","{'demage',16850},{'critratedec',674}","{'demage',16850},{'hitrate',674}","{'demage',16850},{'dodge',674}","{'maxhp',75488},{'speed',337}"
338,800,"{'maxhp',116272},{'hujia',3380}","{'demage',17914}","{'demage',1014},{'hujia',16900}","{'demage',16900},{'critrate',676}","{'demage',16900},{'critratedec',676}","{'demage',16900},{'hitrate',676}","{'demage',16900},{'dodge',676}","{'maxhp',75712},{'speed',338}"
339,800,"{'maxhp',116616},{'hujia',3390}","{'demage',17967}","{'demage',1017},{'hujia',16950}","{'demage',16950},{'critrate',678}","{'demage',16950},{'critratedec',678}","{'demage',16950},{'hitrate',678}","{'demage',16950},{'dodge',678}","{'maxhp',75936},{'speed',339}"
340,800,"{'maxhp',116960},{'hujia',3400}","{'demage',18020}","{'demage',1020},{'hujia',17000}","{'demage',17000},{'critrate',680}","{'demage',17000},{'critratedec',680}","{'demage',17000},{'hitrate',680}","{'demage',17000},{'dodge',680}","{'maxhp',76160},{'speed',340}"
341,800,"{'maxhp',117304},{'hujia',3410}","{'demage',18073}","{'demage',1023},{'hujia',17050}","{'demage',17050},{'critrate',682}","{'demage',17050},{'critratedec',682}","{'demage',17050},{'hitrate',682}","{'demage',17050},{'dodge',682}","{'maxhp',76384},{'speed',341}"
342,800,"{'maxhp',117648},{'hujia',3420}","{'demage',18126}","{'demage',1026},{'hujia',17100}","{'demage',17100},{'critrate',684}","{'demage',17100},{'critratedec',684}","{'demage',17100},{'hitrate',684}","{'demage',17100},{'dodge',684}","{'maxhp',76608},{'speed',342}"
343,800,"{'maxhp',117992},{'hujia',3430}","{'demage',18179}","{'demage',1029},{'hujia',17150}","{'demage',17150},{'critrate',686}","{'demage',17150},{'critratedec',686}","{'demage',17150},{'hitrate',686}","{'demage',17150},{'dodge',686}","{'maxhp',76832},{'speed',343}"
344,800,"{'maxhp',118336},{'hujia',3440}","{'demage',18232}","{'demage',1032},{'hujia',17200}","{'demage',17200},{'critrate',688}","{'demage',17200},{'critratedec',688}","{'demage',17200},{'hitrate',688}","{'demage',17200},{'dodge',688}","{'maxhp',77056},{'speed',344}"
345,800,"{'maxhp',118680},{'hujia',3450}","{'demage',18285}","{'demage',1035},{'hujia',17250}","{'demage',17250},{'critrate',690}","{'demage',17250},{'critratedec',690}","{'demage',17250},{'hitrate',690}","{'demage',17250},{'dodge',690}","{'maxhp',77280},{'speed',345}"
346,800,"{'maxhp',119024},{'hujia',3460}","{'demage',18338}","{'demage',1038},{'hujia',17300}","{'demage',17300},{'critrate',692}","{'demage',17300},{'critratedec',692}","{'demage',17300},{'hitrate',692}","{'demage',17300},{'dodge',692}","{'maxhp',77504},{'speed',346}"
347,800,"{'maxhp',119368},{'hujia',3470}","{'demage',18391}","{'demage',1041},{'hujia',17350}","{'demage',17350},{'critrate',694}","{'demage',17350},{'critratedec',694}","{'demage',17350},{'hitrate',694}","{'demage',17350},{'dodge',694}","{'maxhp',77728},{'speed',347}"
348,800,"{'maxhp',119712},{'hujia',3480}","{'demage',18444}","{'demage',1044},{'hujia',17400}","{'demage',17400},{'critrate',696}","{'demage',17400},{'critratedec',696}","{'demage',17400},{'hitrate',696}","{'demage',17400},{'dodge',696}","{'maxhp',77952},{'speed',348}"
349,800,"{'maxhp',120056},{'hujia',3490}","{'demage',18497}","{'demage',1047},{'hujia',17450}","{'demage',17450},{'critrate',698}","{'demage',17450},{'critratedec',698}","{'demage',17450},{'hitrate',698}","{'demage',17450},{'dodge',698}","{'maxhp',78176},{'speed',349}"
350,900,"{'maxhp',120400},{'hujia',3500}","{'demage',18550}","{'demage',1050},{'hujia',17500}","{'demage',17500},{'critrate',700}","{'demage',17500},{'critratedec',700}","{'demage',17500},{'hitrate',700}","{'demage',17500},{'dodge',700}","{'maxhp',78400},{'speed',350}"
351,900,"{'maxhp',120744},{'hujia',3510}","{'demage',18603}","{'demage',1053},{'hujia',17550}","{'demage',17550},{'critrate',702}","{'demage',17550},{'critratedec',702}","{'demage',17550},{'hitrate',702}","{'demage',17550},{'dodge',702}","{'maxhp',78624},{'speed',351}"
352,900,"{'maxhp',121088},{'hujia',3520}","{'demage',18656}","{'demage',1056},{'hujia',17600}","{'demage',17600},{'critrate',704}","{'demage',17600},{'critratedec',704}","{'demage',17600},{'hitrate',704}","{'demage',17600},{'dodge',704}","{'maxhp',78848},{'speed',352}"
353,900,"{'maxhp',121432},{'hujia',3530}","{'demage',18709}","{'demage',1059},{'hujia',17650}","{'demage',17650},{'critrate',706}","{'demage',17650},{'critratedec',706}","{'demage',17650},{'hitrate',706}","{'demage',17650},{'dodge',706}","{'maxhp',79072},{'speed',353}"
354,900,"{'maxhp',121776},{'hujia',3540}","{'demage',18762}","{'demage',1062},{'hujia',17700}","{'demage',17700},{'critrate',708}","{'demage',17700},{'critratedec',708}","{'demage',17700},{'hitrate',708}","{'demage',17700},{'dodge',708}","{'maxhp',79296},{'speed',354}"
355,900,"{'maxhp',122120},{'hujia',3550}","{'demage',18815}","{'demage',1065},{'hujia',17750}","{'demage',17750},{'critrate',710}","{'demage',17750},{'critratedec',710}","{'demage',17750},{'hitrate',710}","{'demage',17750},{'dodge',710}","{'maxhp',79520},{'speed',355}"
356,900,"{'maxhp',122464},{'hujia',3560}","{'demage',18868}","{'demage',1068},{'hujia',17800}","{'demage',17800},{'critrate',712}","{'demage',17800},{'critratedec',712}","{'demage',17800},{'hitrate',712}","{'demage',17800},{'dodge',712}","{'maxhp',79744},{'speed',356}"
357,900,"{'maxhp',122808},{'hujia',3570}","{'demage',18921}","{'demage',1071},{'hujia',17850}","{'demage',17850},{'critrate',714}","{'demage',17850},{'critratedec',714}","{'demage',17850},{'hitrate',714}","{'demage',17850},{'dodge',714}","{'maxhp',79968},{'speed',357}"
358,900,"{'maxhp',123152},{'hujia',3580}","{'demage',18974}","{'demage',1074},{'hujia',17900}","{'demage',17900},{'critrate',716}","{'demage',17900},{'critratedec',716}","{'demage',17900},{'hitrate',716}","{'demage',17900},{'dodge',716}","{'maxhp',80192},{'speed',358}"
359,900,"{'maxhp',123496},{'hujia',3590}","{'demage',19027}","{'demage',1077},{'hujia',17950}","{'demage',17950},{'critrate',718}","{'demage',17950},{'critratedec',718}","{'demage',17950},{'hitrate',718}","{'demage',17950},{'dodge',718}","{'maxhp',80416},{'speed',359}"
360,900,"{'maxhp',123840},{'hujia',3600}","{'demage',19080}","{'demage',1080},{'hujia',18000}","{'demage',18000},{'critrate',720}","{'demage',18000},{'critratedec',720}","{'demage',18000},{'hitrate',720}","{'demage',18000},{'dodge',720}","{'maxhp',80640},{'speed',360}"
361,900,"{'maxhp',124184},{'hujia',3610}","{'demage',19133}","{'demage',1083},{'hujia',18050}","{'demage',18050},{'critrate',722}","{'demage',18050},{'critratedec',722}","{'demage',18050},{'hitrate',722}","{'demage',18050},{'dodge',722}","{'maxhp',80864},{'speed',361}"
362,900,"{'maxhp',124528},{'hujia',3620}","{'demage',19186}","{'demage',1086},{'hujia',18100}","{'demage',18100},{'critrate',724}","{'demage',18100},{'critratedec',724}","{'demage',18100},{'hitrate',724}","{'demage',18100},{'dodge',724}","{'maxhp',81088},{'speed',362}"
363,900,"{'maxhp',124872},{'hujia',3630}","{'demage',19239}","{'demage',1089},{'hujia',18150}","{'demage',18150},{'critrate',726}","{'demage',18150},{'critratedec',726}","{'demage',18150},{'hitrate',726}","{'demage',18150},{'dodge',726}","{'maxhp',81312},{'speed',363}"
364,900,"{'maxhp',125216},{'hujia',3640}","{'demage',19292}","{'demage',1092},{'hujia',18200}","{'demage',18200},{'critrate',728}","{'demage',18200},{'critratedec',728}","{'demage',18200},{'hitrate',728}","{'demage',18200},{'dodge',728}","{'maxhp',81536},{'speed',364}"
365,900,"{'maxhp',125560},{'hujia',3650}","{'demage',19345}","{'demage',1095},{'hujia',18250}","{'demage',18250},{'critrate',730}","{'demage',18250},{'critratedec',730}","{'demage',18250},{'hitrate',730}","{'demage',18250},{'dodge',730}","{'maxhp',81760},{'speed',365}"
366,900,"{'maxhp',125904},{'hujia',3660}","{'demage',19398}","{'demage',1098},{'hujia',18300}","{'demage',18300},{'critrate',732}","{'demage',18300},{'critratedec',732}","{'demage',18300},{'hitrate',732}","{'demage',18300},{'dodge',732}","{'maxhp',81984},{'speed',366}"
367,900,"{'maxhp',126248},{'hujia',3670}","{'demage',19451}","{'demage',1101},{'hujia',18350}","{'demage',18350},{'critrate',734}","{'demage',18350},{'critratedec',734}","{'demage',18350},{'hitrate',734}","{'demage',18350},{'dodge',734}","{'maxhp',82208},{'speed',367}"
368,900,"{'maxhp',126592},{'hujia',3680}","{'demage',19504}","{'demage',1104},{'hujia',18400}","{'demage',18400},{'critrate',736}","{'demage',18400},{'critratedec',736}","{'demage',18400},{'hitrate',736}","{'demage',18400},{'dodge',736}","{'maxhp',82432},{'speed',368}"
369,900,"{'maxhp',126936},{'hujia',3690}","{'demage',19557}","{'demage',1107},{'hujia',18450}","{'demage',18450},{'critrate',738}","{'demage',18450},{'critratedec',738}","{'demage',18450},{'hitrate',738}","{'demage',18450},{'dodge',738}","{'maxhp',82656},{'speed',369}"
370,900,"{'maxhp',127280},{'hujia',3700}","{'demage',19610}","{'demage',1110},{'hujia',18500}","{'demage',18500},{'critrate',740}","{'demage',18500},{'critratedec',740}","{'demage',18500},{'hitrate',740}","{'demage',18500},{'dodge',740}","{'maxhp',82880},{'speed',370}"
371,900,"{'maxhp',127624},{'hujia',3710}","{'demage',19663}","{'demage',1113},{'hujia',18550}","{'demage',18550},{'critrate',742}","{'demage',18550},{'critratedec',742}","{'demage',18550},{'hitrate',742}","{'demage',18550},{'dodge',742}","{'maxhp',83104},{'speed',371}"
372,900,"{'maxhp',127968},{'hujia',3720}","{'demage',19716}","{'demage',1116},{'hujia',18600}","{'demage',18600},{'critrate',744}","{'demage',18600},{'critratedec',744}","{'demage',18600},{'hitrate',744}","{'demage',18600},{'dodge',744}","{'maxhp',83328},{'speed',372}"
373,900,"{'maxhp',128312},{'hujia',3730}","{'demage',19769}","{'demage',1119},{'hujia',18650}","{'demage',18650},{'critrate',746}","{'demage',18650},{'critratedec',746}","{'demage',18650},{'hitrate',746}","{'demage',18650},{'dodge',746}","{'maxhp',83552},{'speed',373}"
374,900,"{'maxhp',128656},{'hujia',3740}","{'demage',19822}","{'demage',1122},{'hujia',18700}","{'demage',18700},{'critrate',748}","{'demage',18700},{'critratedec',748}","{'demage',18700},{'hitrate',748}","{'demage',18700},{'dodge',748}","{'maxhp',83776},{'speed',374}"
375,900,"{'maxhp',129000},{'hujia',3750}","{'demage',19875}","{'demage',1125},{'hujia',18750}","{'demage',18750},{'critrate',750}","{'demage',18750},{'critratedec',750}","{'demage',18750},{'hitrate',750}","{'demage',18750},{'dodge',750}","{'maxhp',84000},{'speed',375}"
376,900,"{'maxhp',129344},{'hujia',3760}","{'demage',19928}","{'demage',1128},{'hujia',18800}","{'demage',18800},{'critrate',752}","{'demage',18800},{'critratedec',752}","{'demage',18800},{'hitrate',752}","{'demage',18800},{'dodge',752}","{'maxhp',84224},{'speed',376}"
377,900,"{'maxhp',129688},{'hujia',3770}","{'demage',19981}","{'demage',1131},{'hujia',18850}","{'demage',18850},{'critrate',754}","{'demage',18850},{'critratedec',754}","{'demage',18850},{'hitrate',754}","{'demage',18850},{'dodge',754}","{'maxhp',84448},{'speed',377}"
378,900,"{'maxhp',130032},{'hujia',3780}","{'demage',20034}","{'demage',1134},{'hujia',18900}","{'demage',18900},{'critrate',756}","{'demage',18900},{'critratedec',756}","{'demage',18900},{'hitrate',756}","{'demage',18900},{'dodge',756}","{'maxhp',84672},{'speed',378}"
379,900,"{'maxhp',130376},{'hujia',3790}","{'demage',20087}","{'demage',1137},{'hujia',18950}","{'demage',18950},{'critrate',758}","{'demage',18950},{'critratedec',758}","{'demage',18950},{'hitrate',758}","{'demage',18950},{'dodge',758}","{'maxhp',84896},{'speed',379}"
380,900,"{'maxhp',130720},{'hujia',3800}","{'demage',20140}","{'demage',1140},{'hujia',19000}","{'demage',19000},{'critrate',760}","{'demage',19000},{'critratedec',760}","{'demage',19000},{'hitrate',760}","{'demage',19000},{'dodge',760}","{'maxhp',85120},{'speed',380}"
381,900,"{'maxhp',131064},{'hujia',3810}","{'demage',20193}","{'demage',1143},{'hujia',19050}","{'demage',19050},{'critrate',762}","{'demage',19050},{'critratedec',762}","{'demage',19050},{'hitrate',762}","{'demage',19050},{'dodge',762}","{'maxhp',85344},{'speed',381}"
382,900,"{'maxhp',131408},{'hujia',3820}","{'demage',20246}","{'demage',1146},{'hujia',19100}","{'demage',19100},{'critrate',764}","{'demage',19100},{'critratedec',764}","{'demage',19100},{'hitrate',764}","{'demage',19100},{'dodge',764}","{'maxhp',85568},{'speed',382}"
383,900,"{'maxhp',131752},{'hujia',3830}","{'demage',20299}","{'demage',1149},{'hujia',19150}","{'demage',19150},{'critrate',766}","{'demage',19150},{'critratedec',766}","{'demage',19150},{'hitrate',766}","{'demage',19150},{'dodge',766}","{'maxhp',85792},{'speed',383}"
384,900,"{'maxhp',132096},{'hujia',3840}","{'demage',20352}","{'demage',1152},{'hujia',19200}","{'demage',19200},{'critrate',768}","{'demage',19200},{'critratedec',768}","{'demage',19200},{'hitrate',768}","{'demage',19200},{'dodge',768}","{'maxhp',86016},{'speed',384}"
385,900,"{'maxhp',132440},{'hujia',3850}","{'demage',20405}","{'demage',1155},{'hujia',19250}","{'demage',19250},{'critrate',770}","{'demage',19250},{'critratedec',770}","{'demage',19250},{'hitrate',770}","{'demage',19250},{'dodge',770}","{'maxhp',86240},{'speed',385}"
386,900,"{'maxhp',132784},{'hujia',3860}","{'demage',20458}","{'demage',1158},{'hujia',19300}","{'demage',19300},{'critrate',772}","{'demage',19300},{'critratedec',772}","{'demage',19300},{'hitrate',772}","{'demage',19300},{'dodge',772}","{'maxhp',86464},{'speed',386}"
387,900,"{'maxhp',133128},{'hujia',3870}","{'demage',20511}","{'demage',1161},{'hujia',19350}","{'demage',19350},{'critrate',774}","{'demage',19350},{'critratedec',774}","{'demage',19350},{'hitrate',774}","{'demage',19350},{'dodge',774}","{'maxhp',86688},{'speed',387}"
388,900,"{'maxhp',133472},{'hujia',3880}","{'demage',20564}","{'demage',1164},{'hujia',19400}","{'demage',19400},{'critrate',776}","{'demage',19400},{'critratedec',776}","{'demage',19400},{'hitrate',776}","{'demage',19400},{'dodge',776}","{'maxhp',86912},{'speed',388}"
389,900,"{'maxhp',133816},{'hujia',3890}","{'demage',20617}","{'demage',1167},{'hujia',19450}","{'demage',19450},{'critrate',778}","{'demage',19450},{'critratedec',778}","{'demage',19450},{'hitrate',778}","{'demage',19450},{'dodge',778}","{'maxhp',87136},{'speed',389}"
390,900,"{'maxhp',134160},{'hujia',3900}","{'demage',20670}","{'demage',1170},{'hujia',19500}","{'demage',19500},{'critrate',780}","{'demage',19500},{'critratedec',780}","{'demage',19500},{'hitrate',780}","{'demage',19500},{'dodge',780}","{'maxhp',87360},{'speed',390}"
391,900,"{'maxhp',134504},{'hujia',3910}","{'demage',20723}","{'demage',1173},{'hujia',19550}","{'demage',19550},{'critrate',782}","{'demage',19550},{'critratedec',782}","{'demage',19550},{'hitrate',782}","{'demage',19550},{'dodge',782}","{'maxhp',87584},{'speed',391}"
392,900,"{'maxhp',134848},{'hujia',3920}","{'demage',20776}","{'demage',1176},{'hujia',19600}","{'demage',19600},{'critrate',784}","{'demage',19600},{'critratedec',784}","{'demage',19600},{'hitrate',784}","{'demage',19600},{'dodge',784}","{'maxhp',87808},{'speed',392}"
393,900,"{'maxhp',135192},{'hujia',3930}","{'demage',20829}","{'demage',1179},{'hujia',19650}","{'demage',19650},{'critrate',786}","{'demage',19650},{'critratedec',786}","{'demage',19650},{'hitrate',786}","{'demage',19650},{'dodge',786}","{'maxhp',88032},{'speed',393}"
394,900,"{'maxhp',135536},{'hujia',3940}","{'demage',20882}","{'demage',1182},{'hujia',19700}","{'demage',19700},{'critrate',788}","{'demage',19700},{'critratedec',788}","{'demage',19700},{'hitrate',788}","{'demage',19700},{'dodge',788}","{'maxhp',88256},{'speed',394}"
395,900,"{'maxhp',135880},{'hujia',3950}","{'demage',20935}","{'demage',1185},{'hujia',19750}","{'demage',19750},{'critrate',790}","{'demage',19750},{'critratedec',790}","{'demage',19750},{'hitrate',790}","{'demage',19750},{'dodge',790}","{'maxhp',88480},{'speed',395}"
396,900,"{'maxhp',136224},{'hujia',3960}","{'demage',20988}","{'demage',1188},{'hujia',19800}","{'demage',19800},{'critrate',792}","{'demage',19800},{'critratedec',792}","{'demage',19800},{'hitrate',792}","{'demage',19800},{'dodge',792}","{'maxhp',88704},{'speed',396}"
