神龙宝藏索引,章节,怪物entryId,等级（要求）,挑战次数（每天）,能否组队,怪物列表,挑战奖励,首通奖励,挖宝星级,章节名称,进度（关）,首通奖励预览,通关奖励预览
153,34,5014310,172,1,0,"[2]=5014309,[3]=5014309,[4]=5014309,[5]=5014309,[6]=5014309,[8]=5014309,[9]=5014309,[10]=5014310,[11]=5014309,[12]=5014309","{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",20013,237}}",宝藏图24,143,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
154,34,5014410,172,1,0,"[2]=5014409,[3]=5014409,[4]=5014409,[5]=5014409,[6]=5014409,[8]=5014409,[9]=5014409,[10]=5014410,[11]=5014409,[12]=5014409","{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100},{""item"",63022,1}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",20013,237}}",宝藏图24,144,"{60056, 100},{63022, 1}","{60061,802000},{60055,58000},{20013,2}"
155,35,5014510,192,1,0,"[2]=5014509,[3]=5014509,[4]=5014509,[5]=5014509,[6]=5014509,[8]=5014509,[9]=5014509,[10]=5014510,[11]=5014509,[12]=5014509","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图25,145,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
156,35,5014610,192,1,0,"[2]=5014609,[3]=5014609,[4]=5014609,[5]=5014609,[6]=5014609,[8]=5014609,[9]=5014609,[10]=5014610,[11]=5014609,[12]=5014609","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图25,146,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
157,35,5014710,192,1,0,"[2]=5014709,[3]=5014709,[4]=5014709,[5]=5014709,[6]=5014709,[8]=5014709,[9]=5014709,[10]=5014710,[11]=5014709,[12]=5014709","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图25,147,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
158,35,5014810,192,1,0,"[2]=5014809,[3]=5014809,[4]=5014809,[5]=5014809,[6]=5014809,[8]=5014809,[9]=5014809,[10]=5014810,[11]=5014809,[12]=5014809","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图25,148,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
159,35,5014910,192,1,0,"[2]=5014909,[3]=5014909,[4]=5014909,[5]=5014909,[6]=5014909,[8]=5014909,[9]=5014909,[10]=5014910,[11]=5014909,[12]=5014909","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图25,149,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
160,35,5015010,192,1,0,"[2]=5015009,[3]=5015009,[4]=5015009,[5]=5015009,[6]=5015009,[8]=5015009,[9]=5015009,[10]=5015010,[11]=5015009,[12]=5015009","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图25,150,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
161,36,5015110,192,1,0,"[2]=5015109,[3]=5015109,[4]=5015109,[5]=5015109,[6]=5015109,[8]=5015109,[9]=5015109,[10]=5015110,[11]=5015109,[12]=5015109","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图26,151,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
162,36,5015210,192,1,0,"[2]=5015209,[3]=5015209,[4]=5015209,[5]=5015209,[6]=5015209,[8]=5015209,[9]=5015209,[10]=5015210,[11]=5015209,[12]=5015209","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图26,152,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
163,36,5015310,192,1,0,"[2]=5015309,[3]=5015309,[4]=5015309,[5]=5015309,[6]=5015309,[8]=5015309,[9]=5015309,[10]=5015310,[11]=5015309,[12]=5015309","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图26,153,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
164,36,5015410,192,1,0,"[2]=5015409,[3]=5015409,[4]=5015409,[5]=5015409,[6]=5015409,[8]=5015409,[9]=5015409,[10]=5015410,[11]=5015409,[12]=5015409","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图26,154,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
165,36,5015510,192,1,0,"[2]=5015509,[3]=5015509,[4]=5015509,[5]=5015509,[6]=5015509,[8]=5015509,[9]=5015509,[10]=5015510,[11]=5015509,[12]=5015509","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图26,155,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
166,36,5015610,192,1,0,"[2]=5015609,[3]=5015609,[4]=5015609,[5]=5015609,[6]=5015609,[8]=5015609,[9]=5015609,[10]=5015610,[11]=5015609,[12]=5015609","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100},{""item"",63023,1}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图26,156,"{60056, 100},{63023, 1}","{60061,860000},{60055,60000},{20013,2}"
167,37,5015710,192,1,0,"[2]=5015709,[3]=5015709,[4]=5015709,[5]=5015709,[6]=5015709,[8]=5015709,[9]=5015709,[10]=5015710,[11]=5015709,[12]=5015709","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图27,157,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
168,37,5015810,192,1,0,"[2]=5015809,[3]=5015809,[4]=5015809,[5]=5015809,[6]=5015809,[8]=5015809,[9]=5015809,[10]=5015810,[11]=5015809,[12]=5015809","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图27,158,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
169,37,5015910,192,1,0,"[2]=5015909,[3]=5015909,[4]=5015909,[5]=5015909,[6]=5015909,[8]=5015909,[9]=5015909,[10]=5015910,[11]=5015909,[12]=5015909","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图27,159,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
170,37,5016010,192,1,0,"[2]=5016009,[3]=5016009,[4]=5016009,[5]=5016009,[6]=5016009,[8]=5016009,[9]=5016009,[10]=5016010,[11]=5016009,[12]=5016009","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图27,160,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
171,37,5016110,192,1,0,"[2]=5016109,[3]=5016109,[4]=5016109,[5]=5016109,[6]=5016109,[8]=5016109,[9]=5016109,[10]=5016110,[11]=5016109,[12]=5016109","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图27,161,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
172,37,5016210,192,1,0,"[2]=5016209,[3]=5016209,[4]=5016209,[5]=5016209,[6]=5016209,[8]=5016209,[9]=5016209,[10]=5016210,[11]=5016209,[12]=5016209","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100},{""item"",40033,1}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,245}}",宝藏图27,162,"{60056, 100},{40033, 1}","{60061,860000},{60055,61000},{20013,2}"
173,38,5016310,200,1,0,"[2]=5016309,[3]=5016309,[4]=5016309,[5]=5016309,[6]=5016309,[8]=5016309,[9]=5016309,[10]=5016310,[11]=5016309,[12]=5016309","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图28,163,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
174,38,5016410,200,1,0,"[2]=5016409,[3]=5016409,[4]=5016409,[5]=5016409,[6]=5016409,[8]=5016409,[9]=5016409,[10]=5016410,[11]=5016409,[12]=5016409","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图28,164,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
175,38,5016510,200,1,0,"[2]=5016509,[3]=5016509,[4]=5016509,[5]=5016509,[6]=5016509,[8]=5016509,[9]=5016509,[10]=5016510,[11]=5016509,[12]=5016509","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图28,165,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
176,38,5016610,200,1,0,"[2]=5016609,[3]=5016609,[4]=5016609,[5]=5016609,[6]=5016609,[8]=5016609,[9]=5016609,[10]=5016610,[11]=5016609,[12]=5016609","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图28,166,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
177,38,5016710,200,1,0,"[2]=5016709,[3]=5016709,[4]=5016709,[5]=5016709,[6]=5016709,[8]=5016709,[9]=5016709,[10]=5016710,[11]=5016709,[12]=5016709","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图28,167,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
178,38,5016810,200,1,0,"[2]=5016809,[3]=5016809,[4]=5016809,[5]=5016809,[6]=5016809,[8]=5016809,[9]=5016809,[10]=5016810,[11]=5016809,[12]=5016809","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图28,168,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
179,39,50000003,200,1,0,"[2]=5016909,[3]=5016909,[4]=5016909,[5]=5016909,[6]=5016909,[8]=5016909,[9]=5016909,[10]=5016910,[11]=5016909,[12]=5016909","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图29,169,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
180,39,5017010,200,1,0,"[2]=5017009,[3]=5017009,[4]=5017009,[5]=5017009,[6]=5017009,[8]=5017009,[9]=5017009,[10]=5017010,[11]=5017009,[12]=5017009","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图29,170,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
181,39,50000005,200,1,0,"[2]=5017109,[3]=5017109,[4]=5017109,[5]=5017109,[6]=5017109,[8]=5017109,[9]=5017109,[10]=5017110,[11]=5017109,[12]=5017109","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图29,171,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
182,39,5017210,200,1,0,"[2]=5017209,[3]=5017209,[4]=5017209,[5]=5017209,[6]=5017209,[8]=5017209,[9]=5017209,[10]=5017210,[11]=5017209,[12]=5017209","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图29,172,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
183,39,5017310,200,1,0,"[2]=5017309,[3]=5017309,[4]=5017309,[5]=5017309,[6]=5017309,[8]=5017309,[9]=5017309,[10]=5017310,[11]=5017309,[12]=5017309","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图29,173,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
184,39,5017410,200,1,0,"[2]=5017409,[3]=5017409,[4]=5017409,[5]=5017409,[6]=5017409,[8]=5017409,[9]=5017409,[10]=5017410,[11]=5017409,[12]=5017409","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图29,174,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
185,40,5017510,200,1,0,"[2]=5017509,[3]=5017509,[4]=5017509,[5]=5017509,[6]=5017509,[8]=5017509,[9]=5017509,[10]=5017510,[11]=5017509,[12]=5017509","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图30,175,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
186,40,5017610,200,1,0,"[2]=5017609,[3]=5017609,[4]=5017609,[5]=5017609,[6]=5017609,[8]=5017609,[9]=5017609,[10]=5017610,[11]=5017609,[12]=5017609","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图30,176,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
187,40,5017710,200,1,0,"[2]=5017709,[3]=5017709,[4]=5017709,[5]=5017709,[6]=5017709,[8]=5017709,[9]=5017709,[10]=5017710,[11]=5017709,[12]=5017709","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图30,177,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
188,40,5017810,200,1,0,"[2]=5017809,[3]=5017809,[4]=5017809,[5]=5017809,[6]=5017809,[8]=5017809,[9]=5017809,[10]=5017810,[11]=5017809,[12]=5017809","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图30,178,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
189,40,5017910,200,1,0,"[2]=5017909,[3]=5017909,[4]=5017909,[5]=5017909,[6]=5017909,[8]=5017909,[9]=5017909,[10]=5017910,[11]=5017909,[12]=5017909","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图30,179,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
190,40,5018010,200,1,0,"[2]=5018009,[3]=5018009,[4]=5018009,[5]=5018009,[6]=5018009,[8]=5018009,[9]=5018009,[10]=5018010,[11]=5018009,[12]=5018009","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100},{""item"",63029,1}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",20013,260}}",宝藏图30,180,"{60056, 100},{63029, 1}","{60061,917000},{60055,64000},{20013,2}"
191,41,5018110,200,1,0,"[2]=5018109,[3]=5018109,[4]=5018109,[5]=5018109,[6]=5018109,[8]=5018109,[9]=5018109,[10]=5018110,[11]=5018109,[12]=5018109","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图31,181,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
192,41,50000001,200,1,0,"[2]=5018209,[3]=5018209,[4]=5018209,[5]=5018209,[6]=5018209,[8]=5018209,[9]=5018209,[10]=5018210,[11]=5018209,[12]=5018209","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图31,182,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
193,41,5018310,200,1,0,"[2]=5018309,[3]=5018309,[4]=5018309,[5]=5018309,[6]=5018309,[8]=5018309,[9]=5018309,[10]=5018310,[11]=5018309,[12]=5018309","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图31,183,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
194,41,5018410,200,1,0,"[2]=5018409,[3]=5018409,[4]=5018409,[5]=5018409,[6]=5018409,[8]=5018409,[9]=5018409,[10]=5018410,[11]=5018409,[12]=5018409","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图31,184,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
195,41,5018510,200,1,0,"[2]=5018509,[3]=5018509,[4]=5018509,[5]=5018509,[6]=5018509,[8]=5018509,[9]=5018509,[10]=5018510,[11]=5018509,[12]=5018509","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图31,185,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
196,41,5018610,200,1,0,"[2]=5018609,[3]=5018609,[4]=5018609,[5]=5018609,[6]=5018609,[8]=5018609,[9]=5018609,[10]=5018610,[11]=5018609,[12]=5018609","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图31,186,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
197,42,5018710,200,1,0,"[2]=5018709,[3]=5018709,[4]=5018709,[5]=5018709,[6]=5018709,[8]=5018709,[9]=5018709,[10]=5018710,[11]=5018709,[12]=5018709","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图32,187,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
198,42,5018810,200,1,0,"[2]=5018809,[3]=5018809,[4]=5018809,[5]=5018809,[6]=5018809,[8]=5018809,[9]=5018809,[10]=5018810,[11]=5018809,[12]=5018809","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图32,188,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
199,42,5018910,200,1,0,"[2]=5018909,[3]=5018909,[4]=5018909,[5]=5018909,[6]=5018909,[8]=5018909,[9]=5018909,[10]=5018910,[11]=5018909,[12]=5018909","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",20013,300}}",宝藏图32,189,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
