#key_ks,msg_s,show_s(1:系统，2:淡入淡出提示，3:确定对话框，4:大喇叭，5:屏幕提示，6:结拜频道，7:世界频道，10。帮会频道，11.IM消息，),"transform_t(用于对接收到的参数进行转换)编写规则{[index1] = op,[index2] = op}1:物品entry => 物品name 2:物品品质 => 颜色 7.物品附加属性id->名称  9:帮会建筑id =》建筑名  10:时间转换，转换成的格式放在100对应的参数 例子参见 RESULT_BIWU_ENTER_ROOM，11。id转竞技组别名字  12。id转比赛名字，13。数字转星期名，14.帮会职位名字"
key_ks,msg_s,show_t,transform_t
ACTIVITY_QUESTION_TXT6,回答错误,,
ACTIVITY_QUESTION_TXT7,答对时可获得双倍积分！,,
ACTIVITY_QUESTION_TXT8,自动选择正确的答案！    ,,
ACTIVITY_QUESTION_TXT9,确认退出科举考试吗？,,
ACTIVITY_QUESTION_TXT10,剩余题目:%d,,
#背包
BEIBAO_EQUIP,装备,,
BEIBAO_PROP,道具,,
BEIBAO_SMELT_DES,多余装备可进行熔炼#br熔炼可获得#purple银两#rf和#purple精炼石#br#blue熔炼时回收无用的装备#br#rf请您放心使用,,
BEIBAO_AUTO_SMELT,自动熔炼,,
BEIBAO_AUTP_TIPS,容量超过上限百分之八十自动熔炼,,
BEIBAO_ITEM_GOLD,恭喜获得%s装备--%s,,
BEIBAO_GRATER,已达最大背包容量,,
BEIABO_AUTO,自动熔炼功能VIP7开启,,
#充值,,,
PAY_TXT1,充值,,
PAY_TXT2,充值完所有档次后，重置双倍返利,,
PAY_TXT3,恭喜VIP已达到最大等级,,
PAY_TXT4,再充值#saddlebrown%s元#ublack可成为#saddlebrownVIP%s,,
PAY_TXT5,每日送%s元宝,,
PAY_TXT6,首充送%s元宝,,
PAY_TXT7,领取礼包,,
PAY_TXT8,月卡剩余时间不能超过十年,,
GOT_GOLD,恭喜您通过储值获得#orange %d#rf元宝,,
PAY_SUCCESS,充值成功,,
BUY_SUCCESS,购买成功,,
PAY_FAIL,充值取消,,
MONTH_ACTIVITY_TIME,月卡剩余%s天,,
VIP_TXT1,VIP,,
VIP_UPGRADE_TIPS,升级VIP可增加购买次数,,
VIP_UPGRADE_TIPS1,今日重置次数已用完,,

#引导相关,,,
GUIDE_TXT1,通过关卡#yellow%s#rf开启,,
GUIDE_TXT2,元宝,,
GUIDE_TXT3,等级达到%s后开启,,
GUIDE_TXT4,确定选择性别:%s,,
GUIDE_TXT5,男,,
GUIDE_TXT6,女,,
GUIDE_TXT7,通过关卡#yellow%s#rf才可操作,,
GUIDE_TXT8,【%s】在圣地击杀了【%s】，获得首杀,,
GUIDE_TXT9,系统预告,,
GUIDE_TXT10,条件:,,
GUIDE_TXT11,我是[%s]，请大家多多指教。,,
#空描述,,,
EMPTY_DEFAULT_TEXT,什么都没有哦！,,
EMPTY_EMAIL_TEXT,没有邮件哦！,,
EMPTY_SHANGZHENJUESE_TEXT,找不到角色信息哦！,,
EMPTY_FRIENDS_TEXT1,没有会话哦！,,
EMPTY_FRIENDS_TEXT2,没有好友哦！,,
EMPTY_CLUB_TEXT,没有收到申请哦！,,
EMPTY_TEAM_TEXT,没有队伍哦！,,
MAIL_FUJIA,附件,,

#女儿国王
TIANNV_TITLE_TXT1,女儿国王,,
TIANNV_TITLE_TXT2,仙位,,
TIANNV_TITLE_TXT3,花辇,,
TIANNV_TITLE_TXT4,灵气,,
TIANNV_TXT1,女儿国王体验倒计时：,,

#押镖
ESCORT_TIPS_TXT1,是否消耗#orange430元宝#rf一键刷到#orange橙色马车,,
ESCORT_TIPS_TXT2,#greenyellow注:优先使用绑定元宝,,
ESCORT_TIPS_TXT3,确定是否在非双倍活动时间内押镖,,
ESCORT_TIPS_TXT4,#greenyellow11:00-13:00和23:00-01:00奖励翻倍,,
ESCORT_TIPS_TXT5,是否消耗#yellow橙镖令#rf刷新到#yellow橙色镖车,,
ESCORT_TIPS_TXT6,确定是否花费#yellow300元宝#rf快速完成,,
ESCORT_TIPS_TXT7,押镖次数为零，不能前往押镖,,
ESCORT_TIPS_TXT8,是否消耗#yellow450元宝#rf刷新到#yellow橙色镖车#br#lime注:优先使用绑定元宝,,
ESCORT_DES_TXT1,押镖#orange橙色马车#rf被拦截无损失,,
ESCORT_TXT1,押镖次数:#lime,,
ESCORT_TXT2,拦截次数:#lime,,
ESCORT_TXT3,快速完成,,
ESCORT_TXT4,押镖时间#space,,
ESCORT_TXT5,当前环数:%d/%d,,
ESCORT_TXT6,镖车,,
ESCORT_RECORD_TXT1,复仇,,
ESCORT_RECORD_TXT2,已复仇,,
ESCORT_RECORD_TXT3,失败,,
ESCORT_RECORD_TXT4,复仇成功,,
ESCORT_BOX_TXT1,不能拦截自己的镖车,,
ESCORT_BOX_TXT2,已经被抢光了，大爷手下留情,,
ESCORT_ROBBER_TXT1,姓名:,,
ESCORT_ROBBER_TXT2,帮会:,,
ESCORT_ROBBER_TXT3,战力:,,
ESCORT_RECORD_TXT4,#rf抢夺了我的,,
ESCORT_RECORD_TXT5,我拦截了%s#rf的,,
ESCORT_RECORD_TXT6,成功,,
ESCORT_RECORD_TXT7,#GANTANHAO#green复仇成功可双倍取回奖励并全服公告,,
ESCORT_PRIZE,押镖奖励,,
ESCORT_TITLE,西游押镖,,
ESCORT_HUSONG,押镖,,
ESCORT_GOTO,前往拦截,,
ESCORT_REFRESH,刷新品质,,
ESCORT_ONEKEY,一键刷橙,,
ESCORT_TIPS,提示,,
ESCORT_ROBBER,拦截记录,,
ESCORT_RECORD_TIPS,押镖记录,,
ESCORT_ROBBER_PRIZE,拦截奖励,,
ESCORT_REVENGE_PRIZE,复仇奖励,,
ESCORT_REVENGE,复仇,,
ESCORT_REFRESH_TIPS,已经是最高品质:#orange橙色镖车,,
ESCPRT_DOUBLE_TIPS,倍,,
ESCORT_USE_CURRENCY,绑定元宝不足，是否消耗元宝刷新镖车？,,
ESCORT_RANDINDEX,镖车刷新为%s,,

#商店
SHOP_TXT1,装备商店,,
SHOP_TXT2,限购(%d/%d),,
SHOP_TXT3,#orange已售罄,,
SHOP_TXT4,#green无限制,,
SHOP_TXT5,购买,,
SHOP_TXT6,#green战力:%d,,
SHOP_TXT7,橙色装备穿戴可增加大量战力，分解橙色装备可以百分百回收橙装碎片,,
SHOP_TIAOJIAN_TXT1,等级达到%d解锁,,
SHOP_TIAOJIAN_TXT2,通关第%d关解锁,,
SHOP_TIAOJIAN_TXT3,帮会%d级解锁,,
SHOP_TIAOJIAN_TXT4,排名%d名解锁,,
SHOP_TIAOJIAN_TXT5,押送橙镖%d次,,
SHOP_TIAOJIAN_TXT6,答题%d次,,
SHOP_TIAOJIAN_TXT7,胜利%d次解锁,,
SHOP_TIAOJIAN_TXT9,首通%d关解锁,,
SHOP_TIPS_TXT1,%s不足,,
SHOP_TIPS_TXT2,总价:,,
SHOP_TIPS_TXT3,购买次数已满,,
SHOP_TIPS_TXT4,已没有购买次数,,
SHOP_HAD_TXT1,皇城天塔通关数: ,,
SHOP_HAD_TXT2,每天24点会重置商店中的数据,,
SHOP_HAD_TXT3,个人排名:,,
SHOP_HAD_TXT4,押送橙镖次数: ,,
SHOP_HAD_TXT5,答题次数: ,,
SHOP_HAD_TXT6,幻兽令可通过#lime【日常-每日三百】#rf获得,,
SHOP_HAD_TXT9,个人BOSS胜利次数:,,
SHOP_HAD_TXT10,全民BOSS胜利次数:,,
SHOP_HAD_TXT11,生死劫首通关卡:,,
SHOP_HAD_TXT12,材料副本胜利次数:,,
SHOP_HAD_TXT13,来源：天下第一活动和熔炼红色进阶装备,,
SHOP_HAD_TXT14,天下第一商店每周1重置购买次数,,
SHOP_HAD_TXT15,结束倒计时：,,
SHOP_NOT_UNLOCK,未解锁,,
SHOP_XIANLV_ACCESS_TXT3,仙君令通过#lime【关卡】#rf、#lime【寻宝】#rf获得,,

SHOP_GOLD_TXT1,金装分解,,
SHOP_GOLD_TXT4,分解获得%s,,

SHOP_GOLD_ACCESS_TXT1,皇城天塔,,
SHOP_GOLD_ACCESS_TXT2,野外BOSS,,
SHOP_GOLD_ACCESS_TXT3,寻宝,,

SHOP_HUOQU,获取渠道,,
SHOP_HAD,已获得,,

#排行榜
RANK_TXT1,您排在榜外,,
RANK_TXT2,我的排名:%d,,
RANK_TXT3,战力:%s,,
RANK_TXT4,%d级,,
RANK_TXT5,%d阶,,
RANK_TXT6,战力榜,,
RANK_TXT7,等级榜,,
RANK_TXT8,宠物榜,,
RANK_TXT9,仙君榜,,
RANK_TXT10,坐骑榜,,
RANK_TXT11,翅膀榜,,
RANK_TXT12,天仙榜,,
RANK_TXT13,神兵榜,,
RANK_TXT14,法阵榜,,
RANK_TXT15,神位榜,,
RANK_TXT16,通灵榜,,
RANK_TXT17,元神榜,,
RANK_TXT18,女儿国王榜,,
RANK_TXT19,仙位榜,,
RANK_TXT20,花辇榜,,
RANK_TXT21,灵气榜,,
RANK_TXT22,战力,,
RANK_TXT23,等级,,
RANK_TXT24,宠物,,
RANK_TXT25,仙君,,
RANK_TXT26,坐骑,,
RANK_TXT27,翅膀,,
RANK_TXT28,天仙,,
RANK_TXT29,神兵,,
RANK_TXT30,法阵,,
RANK_TXT31,神位,,
RANK_TXT32,通灵,,
RANK_TXT33,元神,,
RANK_TXT34,女儿国王,,
RANK_TXT35,仙位,,
RANK_TXT36,花辇,,
RANK_TXT37,灵气,,
RANK_TXT38,关卡进度,,


#投资计划 首充
INVEST_TXT1,充值%d元#br%s,,
INVEST_TXT2,价值%d元宝,,
INVEST_TXT3,返回%d#YUANBAO %d#BIND_YUANBAO,,
INVEST_TXT4,到达%d级,,
INVEST_TXT5,未达成,,
INVEST_TXT6,领取,,
INVEST_TXT7,已领取,,
INVEST_TXT8,已购买,,
INVEST_TXT9,投资20000元宝,,
INVEST_TXT10,第%d天返利,,
INVEST_TXT11,领取第%d天奖励,,
INVEST_TXT12,投资8888元宝,,
INVEST_TXT13,已充值:#lime%d元#rf,,
INVEST_TXT14,#cyan倒计时%s#rf,,
INVEST_TXT15,元宝不足,,
INVEST_TXT16,是否消耗8888元宝购买投资计划,,
INVEST_TXT17,是否购买成长基金?,,
INVEST_TXT18,明日再来,,
INVEST_TXT19,前往充值,,
INVEST_TXT20,可领取,,
INVEST_TXT21,已领取,,
INVEST_TXT22,充值%d元,,
INVEST_TXT23,首充,,
INVEST_TXT24,成长基金,,
INVEST_TXT25,投资计划,,
INVEST_TXT26,累计充值,,
INVEST_TXT27,您没购买成长基金,,
INVEST_TXT28,神宠来袭,,
INVEST_TXT29,累计消费%d元宝,,
INVEST_TXT30,累计消费：%d元宝,,
INVEST_TXT31,剩余时间：%s,,
INVEST_TXT32,剩余时间：#br%s,,

#任务
TEAM_TXT1,%s秒后自动快速加入,,
TEAM_TXT2,满人时开启副本,,
TEAM_TXT3,%s秒后自动开启副本,,
TEAM_TXT4,战斗中,,
TEAM_TXT5,%s秒后开启,,
TEAM_TXT6,等级：,,
TEAM_TXT7,战力：,,

#神装
GOD_EQUIP_UPGRADE,神装升级,,
GOD_EQUIP_XILIAN,神装洗练,,
GOD_EQUIP_CUILIAN,神装淬炼,,
GOD_EQUIP_TXT1,随机获得3个属性#br#green？？？:？？？？#br？？？:？？？？#br？？？:？？？？,,
GOD_EQUIP_TXT2,消耗:#SHENZHUANG %s,,
GOD_EQUIP_TXT3,当前部位未佩戴神装,,
GOD_EQUIP_TXT4,消耗:#SHILIANSHI %s,,
GOD_EQUIP_TXT5,消耗:#SHUXINGSHILIANSHI %s,,
GOD_EQUIP_TXT6,当前未拥有神装,,
GOD_EQUIP_TXT7,金币不足,,
GOD_EQUIP_TXT8,材料不足,,
GOD_EQUIP_TXT9,升级的神装不可以超过人物等级,,
GOD_EQUIP_TXT10,当前神装总等级:#lime%d级#rf(全部佩戴的神装等级之和),,
GOD_EQUIP_TXT11,神装总等级=神装等级之和，总等级越高共鸣属性越高,,
GOD_EQUIP_TXT12,每佩戴一件神装，会额外提升更多的连锁共鸣属性,,
GOD_EQUIP_TXT13,已佩戴#lime%d件#rf神装激活属性,,
GOD_EQUIP_TXT14,神装升级,,
GOD_EQUIP_TXT15,神装洗炼,,
GOD_EQUIP_TXT16,极品属性已满级，无法洗练,,
GOD_EQUIP_TXT17,神.%s,,


#福利大厅
WELFARE_TXT1,福利大厅,,
WELFARE_TXT2,累计登陆%d天礼包,,
WELFARE_TXT3,累计登陆%d天,,
WELFARE_TXT4,领取,,
WELFARE_TXT5,已领取,,
WELFARE_TXT6,每日登陆可领取,,
WELFARE_TXT7,开服八天后开启,,
WELFARE_TXT8,80级开启,,
WELFARE_TXT9,购买立即获得#orange3000元宝#rf,,
WELFARE_TXT10,每天可领取#orange1000绑元#rf,,
WELFARE_TXT11,总共领取#orange30000绑元#rf,,
WELFARE_TXT12,挂机经验#orange+30%#rf,,
WELFARE_TXT13,挂机奖励#orange+30%#rf,,
WELFARE_TXT14,背包容量#orange+100#rf,,
WELFARE_TXT15,离线挂机不用愁,,
WELFARE_TXT16,购买立即获得#orange2000元宝#rf,,
WELFARE_TXT17,每天可领取#orange4000绑元#rf,,
WELFARE_TXT18,总共领取#orange28000绑元#rf,,
WELFARE_TXT19,购买,,
WELFARE_TXT20,VIP4可领取,,
WELFARE_TXT21,充值任意金额可领取,,
WELFARE_TXT22,达到%d级可领取,,
WELFARE_TXT23,点击这里输入激活码,,
WELFARE_TXT24,内容不能为空,,
WELFARE_TXT25,请输入正确的激活码,,
WELFARE_TXT26,今日西游历练积分:%d,,
WELFARE_TXT27,世界等级#br%d,,
WELFARE_TXT28,开服一天后开启,,
WELFARE_TXT29,剩余时间:%s时%s分,
WELFARE_TXT30,剩余时间:%s天%s时,

#寻宝
LUCKY_TXT1,寻宝,,
LUCKY_TXT2,幸运转盘,,
LUCKY_TXT3,绑元不足,,
LUCKY_TXT4,元宝不足,,
LUCKY_TXT5,#cyan%s#rf获得%s%s#rf,,
LUCKY_TXT6,寻宝10次,,
LUCKY_TXT7,寻宝1次,,
LUCKY_TXT8,幸运10次,,
LUCKY_TXT9,幸运1次,,
LUCKY_TXT10,关闭倒计时(%s),,
LUCKY_TXT11,神宠转盘,,
LUCKY_TXT12,炼妖壶不足,,
LUCKY_TXT13,消耗:#LIANYAOHU%s,,
LUCKY_TXT14,#lime%s#rf获得了%s,,
LUCKY_TXT15,%s概率%s,,
LUCKY_TXT16,寻宝概率说明,,
LUCKY_TXT17,%s#space概率%s,,
LUCKY_TXT18,元宝幸运概率,,
LUCKY_TXT19,绑元幸运概率,,
LUCKY_TXT20,倒计时：#red%s#rf,,
LUCKY_TXT21,随机紫宠,,
LUCKY_TXT22,召集10次,,

#地图
MAP_TXT1,#lime已通关,,
MAP_TXT2,#lime冒险中,,
MAP_TXT3,%s#br进入条件:#br人物等级#lime%d#white级#br击败#lime%s#white所有头目,,
#家园
SANSHENG_TXT1,没有选择好友,,
SANSHENG_TXT2,请选择成为你的丈夫还是妻子,,
SANSHENG_TXT3,#lime%s#rf向您发出求婚
SANSHENG_TXT4,是否确定要离婚?,,
SANSHENG_TXT5,#green%s#rf和#green%s#rf喜结连理#br送个礼金祝福下吧!,,
SANSHENG_TXT6,%d阶,,
SANSHENG_TXT7,姻缘,,
SANSHENG_TXT8,房屋,,
SANSHENG_TXT9,师徒,,
SANSHENG_TXT10,消耗:#BAOSHI%s,,
SANSHENG_TXT11,消耗:#JINBI%s,,
SANSHENG_TXT12,必须处于结婚状态才能进阶,,
SANSHENG_TXT13,必须间隔3分钟才能发送寻求名师广播,,
SANSHENG_TXT14,#yellow%s#rf正在寻觅一名良师，师徒双方可获得大量经验和突破丹，仙君赶紧来寻高徒吧,,
SANSHENG_TXT15,师傅必须≥徒弟等级3级方可收徒,,
SANSHENG_TXT16,#green%s#rf向你发出了#green收徒#rf邀请,,
SANSHENG_TXT17,收徒,,
SANSHENG_TXT18,同意,,
SANSHENG_TXT19,拒绝,,
SANSHENG_TXT20,没有师徒令,,
SANSHENG_TXT21,师傅:%s,,
SANSHENG_TXT22,等级:Lv.%s,,
SANSHENG_TXT23,状态:%s%s#rf,,
SANSHENG_TXT24,%d天,,
SANSHENG_TXT25,出师倒计时,,
SANSHENG_TXT26,经验+%s,,
SANSHENG_TXT27,离线,,
SANSHENG_TXT28,在线,,
SANSHENG_TXT29,前往,,
SANSHENG_TXT30,领取,,
SANSHENG_TXT31,已领取,,
SANSHENG_TXT32,没完成,,
SANSHENG_TXT33,完成,,
SANSHENG_TXT34,元宝不足,,
SANSHENG_TXT35,你没有结婚，暂时无法查看房子信息,,
SANSHENG_TXT36,没有好友信息,,
SANSHENG_TXT37,好友不在线,,
SANSHENG_TXT38,您的伴侣进阶房屋，您对应获得同等经验#lime10#rf点,,
SANSHENG_TXT39,#lime%s#rf点,,
SANSHENG_TXT40,#lime%s#rf是否答应ta,,,,
SANSHENG_TXT41,当前没有可以结婚的好友,,,,
SANSHENG_TXT42,申请成功,,,,
SANSHENG_TXT43,当前材料使用元宝购买，是否自动购买并进阶,,,,
SANSHENG_TXT44,发送成功,,,,
SANSHENG_TXT45,花费：#YUANBAO#orange%s#rf,,,,
SANSHENG_TXT46,免费,,,,
SANSHENG_TXT47,强制出师，将以普通出师效果出师。是否强制出师？,,,,
SANSHENG_TXT48,徒弟:%s,,
SANSHENG_TXT49,已向对方发出收徒邀请,,

SANSHENG_TXT100,经济住房,,
SANSHENG_TXT101,舒适住房,,
SANSHENG_TXT102,豪华别墅,,
SANSHENG1_TXT100,#lime(简谱结婚),,
SANSHENG1_TXT101,#purple(舒适结婚),,
SANSHENG1_TXT102,#orange(豪华结婚),,

MAP_TXT3,%s#br进入条件:#br人物等级#lime%d#white级#br击败#lime%s#white所有头目,,
#开服活动
OPENSERVER_TXT1,开服活动,,
OPENSERVER_TXT2,剩余时间:%s,,
OPENSERVER_TXT3,当前等阶:%s,,
OPENSERVER_TXT4,%s阶,,
OPENSERVER_TXT5,进阶前往,,
OPENSERVER_TXT6,天仙达到%s阶,,
OPENSERVER_TXT7,前往,,
OPENSERVER_TXT8,领取,,
OPENSERVER_TXT9,已领取,,
OPENSERVER_TXT10,我的排名:%s,,
OPENSERVER_TXT11,未上榜,,
OPENSERVER_TXT12,第%s名,,
OPENSERVER_TXT13,第%s关,,
OPENSERVER_TXT14,挑战,,
OPENSERVER_TXT15,购买,,
OPENSERVER_TXT16,原价:%s,,
OPENSERVER_TXT17,现价:%s,,
OPENSERVER_TXT18,限时,,
OPENSERVER_TXT19,限购(%s/%s),,
OPENSERVER_TXT20,天仙达到1阶后解锁,,
OPENSERVER_TXT21,累积充值:%s元,,
OPENSERVER_TXT22,进入充值,,
OPENSERVER_TXT23,当前:%s,,
OPENSERVER_TXT24,前往,,
OPENSERVER_TXT25,今天累充:%s元,,
OPENSERVER_TXT26,前往充值,,
OPENSERVER_TXT27,主角当前等级:%s,,
OPENSERVER_TXT28,%s折,,
OPENSERVER_TXT29,团购%s人,,
OPENSERVER_TXT30,我的战力:%s,,
OPENSERVER_TXT31,查看排行,,
OPENSERVER_TXT32,未出现,,
OPENSERVER_TXT33,战力:%s,,
OPENSERVER_TXT34,%s天,,
OPENSERVER_TXT35,%s时%s分,,
OPENSERVER_TXT36,当前:%s,,
OPENSERVER_TXT37,第%s名,,
OPENSERVER_TXT38,秘境宝藏%s
OPENSERVER_TXT39,秘境宝藏%s星
OPENSERVER_TXT40,皇城天塔%s
OPENSERVER_TXT41,三界试炼%s
OPENSERVER_TXT42,材料副本挑战%s次
OPENSERVER_TXT43,仙侣总等阶%s阶
OPENSERVER_TXT44,开服前八天开启,,
OPENSERVER_TXT45,活动结束时间:%s,,

#狂欢活动
CARNIVAL_TITLE,狂欢活动,,
CARNIVAL_LEIJI_RECHARGE,累计充值：%d元,,
CARNIVAL_UNLOCK_TIANXIAN_JIE,%s达到%d阶,,
CARNIVAL_UNLOCK_XIANWEI_JIE,%s达到%d阶,,
CARNIVAL_UNLOCL_RECHARGE_JIE,累计充值%d元,,
CARNIVAL_UNLOCK_TIANXIAN_ENOUGH,%s达到%d阶解锁,,
CARNIVAL_UNLOCK_XIANWEI_ENOUGH,%s达到%d阶解锁,,
CARNIVAL_DISCOUNT,折,,

#品质文字
QUALITY_TXT1,灰色,,
QUALITY_TXT2,绿色,,
QUALITY_TXT3,蓝色,,
QUALITY_TXT4,紫色,,
QUALITY_TXT5,金色,,
QUALITY_TXT6,红色,,
QUALITY_TXT7,彩色,,

#超链接
HyperLink_TXT1,生死劫,,
HyperLink_TXT2,帮会,,
HyperLink_TXT3,跨服,,
HyperLink_TXT4,等级不足,,
HyperLink_TXT5,请通过前置副本,,
HyperLink_TXT6,不能进入自己的请求,,
HyperLink_TXT7,正在战斗中，不能进入,,
HyperLink_TXT8,请退出当前场景,,

#幸运好礼
LUCKY_PRIZE_TXT1,活动说明：#darkgreen天降好礼，充值指定金额元宝即可领取大量元宝！！！,,
LUCKY_PRIZE_TXT2,返利,,
LUCKY_PRIZE_TXT3,充值(%d/%d),,
LUCKY_PRIZE_TXT4,单笔充值：%d元,,
LUCKY_PRIZE_TXT5,价格：%d元宝,,
LUCKY_PRIZE_REST_TIME,剩余时间：,,
LUCKY_PRIZE_SEC,%d时%d分%d秒,,
LUCKY_PRIZE_DAY,%d天%d时%d分,,
LUCKY_PRIZE_TITLE_TXT1,天降豪礼,,
LUCKY_PRIZE_TITLE_TXT2,限时特惠,,
LUCKY_PRIZE_XIANSHI_DES,超值特惠，花费指定元宝即可购买物品,,
LUCKY_PRIZE_BAOXIANG,宝箱,,


#精彩活动
WONDER_TITLE,精彩活动,,
WONDER_SHOP_TXT1,每天24点重置商店中的数据,,
WONDER_SHOP_TXT2,剩余时间：%d天%d时%d分,,
WONDER_SHOP_TXT3,原价：%d#YUANBAO,,
WONDER_SHOP_TXT4,现价：%d#YUANBAO,,
WONDER_SHOP_TXT5,限购（%d/%d）,,
WONDER_WASH_TXT1,前往洗练,,
WONDER_ACCUMULATE_TXT1,累计充值%d元礼包,,
WONDER_ACCUMULATE_TXT2,累计消费：%d元宝,,
WONDER_ACCUMULATE_TXT3,消费%d元宝礼包,,
WONDER_WASH_TXT2,#white宠物洗练：#lime%d次,,
WONDER_WASH_TXT3,洗练%d次大礼,,
WONDER_LIUJIE_TIPS,每消费1000元宝获得一次掷骰子机会,,
WONDER_LIUJIE_TXT1,当前掷骰次数：,,
WONDER_LIUJIE_TXT2,当前消费元宝：,,
WONDER_LIUJIE_TXT3,次礼包,,
WONDER_LIUJIE_TXT4,您的掷骰子次数不足,,
WONDER_TOUZI,掷骰子,,
WONDER_TOUZI_TEN,掷十次,,
WONDER_WASH_TXT4,注：#green宠物技能石洗练1次=1次#br特技技能石洗练1次=10次,,

#活动开启文本
ACTIVITY_START_TXT1,答题活动开启了,,
ACTIVITY_START_TXT2,跨服争霸开启了,,
ACTIVITY_START_TXT3,武林盟主开启了,,
ACTIVITY_START_TXT4,天宫BOSS开启了,,
#进阶奖励
FUN_PRIZE_TXT1,进阶成就,,
FUN_PRIZE_TXT2,%s达到%d阶可领取,,
#跨服争霸（挖矿）
GLOBAL_MINING_TXT1,返回营地
GLOBAL_MINING_TXT2,镜头跟随
GLOBAL_MINING_TXT3,第一名：
GLOBAL_MINING_TXT4,第二名：
GLOBAL_MINING_TXT5,第三名：
GLOBAL_MINING_TXT6,人营
GLOBAL_MINING_TXT7,仙营
GLOBAL_MINING_TXT8,妖营
GLOBAL_MINING_TXT9,结束倒计时
GLOBAL_MINING_TXT10,点击地图可拖动
GLOBAL_MINING_TXT11,我的积分
GLOBAL_MINING_TXT12,守矿玩家被攻击后气血不恢复
GLOBAL_MINING_TXT13,提示

#数字转换
NUMBER_1,一,,
NUMBER_2,二,,
NUMBER_3,三,,
NUMBER_4,四,,
NUMBER_5,五,,
NUMBER_6,六,,
NUMBER_7,七,,
NUMBER_8,八,,
NUMBER_9,九,,
NUMBER_LEN_1,十,,
NUMBER_LEN_2,百,,
NUMBER_LEN_3,前,,
GLOBAL_MINING_TXT54,本区排名：第%s名
GLOBAL_MINING_TXT55,本区排名：未上榜

GLOBAL_MINING_TXT14,收矿玩家,,
GLOBAL_MINING_TXT15,放弃,,
GLOBAL_MINING_TXT16,抢夺,,
GLOBAL_MINING_TXT17,玩家战力≥,,
GLOBAL_MINING_TXT18,改,,
GLOBAL_MINING_TXT19,的玩家可以加入,,
GLOBAL_MINING_TXT20,组队,,
GLOBAL_MINING_TXT21,组队成员,,
GLOBAL_MINING_TXT22,组队后队员为跟随状态，只能队长才能进行操作,,
GLOBAL_MINING_TXT23,注：组队只能在基地进行,,
GLOBAL_MINING_TXT24,创建队伍,,
GLOBAL_MINING_TXT25,加入,,
GLOBAL_MINING_TXT26,战力：%s,,
GLOBAL_MINING_TXT27,矿藏说明,,
GLOBAL_MINING_TXT28,开采人数：%s,,
GLOBAL_MINING_TXT29,开采中...,,
GLOBAL_MINING_TXT30,输入不能为空！,,
GLOBAL_MINING_TXT31,数值不正确！,,
GLOBAL_MINING_TXT32,准备倒计时,,
GLOBAL_MINING_TXT33,未开始,,
GLOBAL_MINING_TXT34,队员不能操作,,
GLOBAL_MINING_TXT35,归属他服的矿点不可采,,
GLOBAL_MINING_TXT36,正在采集中，是否要移动到其他矿点,,
GLOBAL_MINING_TXT37,等级：%s,,
GLOBAL_MINING_TXT38,人数：%s,,
GLOBAL_MINING_TXT39,需要先创建队伍,,
GLOBAL_MINING_TXT40,活动未开启,,
GLOBAL_MINING_TXT41,%s在跨服争霸中创建了队伍，一起挖矿吧！%s,,
GLOBAL_MINING_TXT42,加入,,
GLOBAL_MINING_TXT43,矿藏人满为患~~,,
GLOBAL_MINING_TXT44,战力不足,,
GLOBAL_MINING_TXT45,退出队伍,,
GLOBAL_MINING_TXT46,招募,,
GLOBAL_MINING_TXT47,准备阶段不可开采，你可以先创建队伍或者加入队伍,,
GLOBAL_MINING_TXT48,开服第四天后，等级90级以上才可进入活动,,
GLOBAL_MINING_TXT49,组队状态不可进入,,
GLOBAL_MINING_TXT50,刷新,,
GLOBAL_MINING_TXT51,该矿无人占领，是否采集该矿？,,
GLOBAL_MINING_TXT52,已在本阵营,,
GLOBAL_MINING_TXT53,该矿已被本服玩家占领，是否采集该矿？,,

#武林大会
WULIN_TXT1,您已在武林大会地图中,,
WULIN_TXT2,开服第四天后，等级90级以上才可进入活动,,
WULIN_TXT3,活动未开启,,
WULIN_TXT4,积分不足,,
WULIN_TXT5,积分目标#lime%s/%s#rf#br奖励:#darkgoldenrod活动奖励#rf,,
WULIN_TXT6,活动倒计时:%s,,
WULIN_TXT7,第%s层,,
WULIN_TXT8,我的排名:%d,,
WULIN_TXT9,挑战,,
WULIN_TXT10,取消,,
WULIN_TXT11,当前在第%s层,,
WULIN_TXT12,#red你已进入可对决地图，请注意安全#rf,,
WULIN_TXT13,挑战目标不存在,,
WULIN_TXT14,#lime%s#rf挑战了你，挑战#lime%s#rf，你获得%d积分,,
WULIN_TXT15,你挑战了#lime%s#rf，挑战#lime%s#rf，你获得%d积分,,
WULIN_TXT16,失败,,
WULIN_TXT17,成功,,
WULIN_TXT18,第%s名,,
WULIN_TXT19,%s分,,
WULIN_TXT20,退出重新进入活动需要等待1分钟，是否退出？,,
WULIN_TXT21,当前积分：%s#br当前任务全部完成,,
WULIN_TXT22,#red(武林盟主)#rf,,
WULIN_TXT23,我的排名:%s#br#lime我的积分:%s#rf,,
WULIN_TXT24,每月1号清空区服排名累计积分，发放排名奖励,,
WULIN_TXT25,暂无,,
WULIN_TXT26,第%s名到～无限,,

#宠物合成
PET_UNION_TXT1,宠物合成,,
PET_UNION_TXT2,合成,,
PET_UNION_TXT3,当前未有玩家合成该宠物，快来创造配方记录吧！,,
