引导Index,动作Index,监听动作的条件，防止加载没用的引导,监听事件,监听参数,执行动作,动作参数,描述
21705,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21705,5,,,,AddListen,["listen"]=21709,
21705,6,,,,ClearAction,"[""index""]={11701,1}",
21705,7,,,,ClearAction,"[""index""]={11701,2}",
21708,1,,FinishTask,"[""finishTask""]={1035,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21708,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21708,3,,,,AddListen,["listen"]=21709,
21708,4,,,,DeleteListen,["listen"]=21703,
21709,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21705,3}",
21709,2,,,,ClearAction,"[""index""]={21705,4}",
21709,3,,,,ClearAction,"[""index""]={11702,1}",
21709,4,,,,ClearAction,"[""index""]={11702,2}",
21709,5,,,,Record,"[""key""]=""30018"",[""value""]=""1""",
21709,6,,,,AddListen,["listen"]=21801,
21709,7,,,,ClearAction,"[""index""]={21701,1}",
21709,8,,,,ClearAction,"[""index""]={21701,2}",
21709,9,,,,AddListen,["listen"]=21808,
21709,10,,,,ClearAction,"[""index""]={21708,1}",
21709,11,,,,ClearAction,"[""index""]={21708,2}",
#,,,,,,,
#技能升级,,,,,,,
11801,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30018"", ""1""},{""30019"", ""NULL""}},[""finishTask""]={1037,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_skills/group_Sbottom/group_Sright/btn_S_onekeyUp"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11801,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11801,3,,,,AddListen,["listen"]=21803,
11802,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30018"", ""1""},{""30019"", ""NULL""}},[""finishTask""]={1037,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11802,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11802,3,,,,AddListen,["listen"]=21809,
21801,1,,AcceptTask,["taskId"]=1037,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_skills/group_Sbottom/group_Sright/btn_S_onekeyUp"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21801,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21801,3,,,,AddListen,["listen"]=21803,
21803,1,,UIShow,["windowName"] = "RoleFrame",AnimTips,"[""window""]=""RoleFrame/group_skills/group_Sbottom/group_Sright/btn_S_onekeyUp"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21803,2,,,,AddListen,["listen"]=21805,
21805,1,,FinishTask,"[""finishTask""]={1037,true}",ClearAction,"[""index""]={21803,1}",
21805,2,,,,ClearAction,"[""index""]={21803,2}",
21805,3,,,,ClearAction,"[""index""]={11801,1}",
21805,4,,,,ClearAction,"[""index""]={11801,2}",
21805,5,,,,ClearAction,"[""index""]={21801,1}",
21805,6,,,,ClearAction,"[""index""]={21801,2}",
21805,7,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_skills/group_Sbottom/group_Sright/btn_S_onekeyUp"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_bottom/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21805,8,,,,AnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21805,9,,,,AddListen,["listen"]=21807,
21807,1,,BeforeWindowClose,["window"] = "RoleFrame",ClearAction,"[""index""]={21805,7}",
21807,2,,,,ClearAction,"[""index""]={21805,8}",
21807,3,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
21807,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21807,5,,,,AddListen,["listen"]=21809,
21807,6,,,,ClearAction,"[""index""]={21808,1}",
21807,7,,,,ClearAction,"[""index""]={21808,2}",
21808,1,,FinishTask,"[""finishTask""]={1037,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21808,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21808,3,,,,AddListen,["listen"]=21809,
21808,4,,,,ClearAction,"[""index""]={21801,1}",
21808,5,,,,ClearAction,"[""index""]={21801,2}",
21808,6,,,,DeleteListen,["listen"]=21803,
21809,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21807,3}",
21809,2,,,,ClearAction,"[""index""]={21807,4}",
21809,3,,,,ClearAction,"[""index""]={11802,1}",
21809,4,,,,ClearAction,"[""index""]={11802,2}",
21809,5,,,,Record,"[""key""]=""30019"",[""value""]=""1""",
21809,6,,,,AddListen,["listen"]=21901,
21809,7,,,,ClearAction,"[""index""]={21808,1}",
21809,8,,,,ClearAction,"[""index""]={21808,2}",
#,,,,,,,
#升级,,,,,,,
11901,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30019"", ""1""},{""30020"", ""NULL""}},[""finishTask""]={1039,false}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11901,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11901,3,,,,AddListen,["listen"]=21903,
11902,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30019"", ""1""},{""30020"", ""NULL""}},[""finishTask""]={1039,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11902,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11902,3,,,,AddListen,["listen"]=21909,
21901,1,,AcceptTask,["taskId"]=1039,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21901,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21901,3,,,,AddListen,["listen"]=21903,
21903,1,,FinishTask,"[""finishTask""]={1039,true}",AddListen,["listen"]=21909,
21909,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21901,1}",
21909,2,,,,ClearAction,"[""index""]={21901,2}",
21909,3,,,,ClearAction,"[""index""]={11902,1}",
21909,4,,,,ClearAction,"[""index""]={11902,2}",
21909,5,,,,ClearAction,"[""index""]={11901,1}",
21909,6,,,,ClearAction,"[""index""]={11901,2}",
21909,7,,,,Record,"[""key""]=""30020"",[""value""]=""1""",
21909,8,,,,AddListen,["listen"]=22001,
21909,9,,,,ClearAction,"[""index""]={21901,1}",
21909,10,,,,ClearAction,"[""index""]={21901,2}",
21909,11,,,,AddListen,["listen"]=22008,
#,,,,,,,
#东海龙宫1~7,,,,,,,
12001,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30020"", ""1""},{""30021"", ""NULL""}},[""finishTask""]={1041,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12001,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12001,3,,,,AddListen,["listen"]=22003,
12002,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30020"", ""1""},{""30021"", ""NULL""}},[""finishTask""]={1041,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12002,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12002,3,,,,AddListen,["listen"]=22009,
22001,1,,AcceptTask,["taskId"]=1041,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22001,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22001,3,,,,AddListen,["listen"]=22003,
22003,1,,UIShow,["windowName"] = "CampaignBossFrame",AnimTips,"[""window""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22003,2,,,,AddListen,["listen"]=22005,
22005,1,,FinishTask,"[""finishTask""]={1041,true}",ClearAction,"[""index""]={22003,1}",
22005,2,,,,ClearAction,"[""index""]={22003,2}",
22005,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22005,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22005,5,,,,AddListen,["listen"]=22009,
22005,6,,,,ClearAction,"[""index""]={12001,1}",
22005,7,,,,ClearAction,"[""index""]={12001,2}",
22008,1,,FinishTask,"[""finishTask""]={1041,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22008,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22008,3,,,,AddListen,["listen"]=22009,
22008,4,,,,DeleteListen,["listen"]=22003,
22009,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22005,3}",
22009,2,,,,ClearAction,"[""index""]={22005,4}",
22009,3,,,,ClearAction,"[""index""]={12002,1}",
22009,4,,,,ClearAction,"[""index""]={12002,2}",
22009,5,,,,Record,"[""key""]=""30021"",[""value""]=""1""",
22009,6,,,,AddListen,["listen"]=22101,
22009,7,,,,ClearAction,"[""index""]={22001,1}",
22009,8,,,,ClearAction,"[""index""]={22001,2}",
22009,9,,,,AddListen,["listen"]=22108,
22009,10,,,,ClearAction,"[""index""]={22008,1}",
22009,11,,,,ClearAction,"[""index""]={22008,2}",
#,,,,,,,
#强化,,,,,,,
12101,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30021"", ""1""},{""30022"", ""NULL""}},[""finishTask""]={1043,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""ForgeFrame/main_group/btn_oneKey"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12101,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12101,3,,,,AddListen,["listen"]=22103,
12102,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30021"", ""1""},{""30022"", ""NULL""}},[""finishTask""]={1043,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12102,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12102,3,,,,AddListen,["listen"]=22109,
22101,1,,AcceptTask,["taskId"]=1043,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""ForgeFrame/main_group/btn_oneKey"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22101,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22101,3,,,,AddListen,["listen"]=22103,
22103,1,,UIShow,["windowName"] = "ForgeFrame",AnimTips,"[""window""]=""ForgeFrame/main_group/btn_oneKey"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22103,2,,,,AddListen,["listen"]=22105,
22105,1,,FinishTask,"[""finishTask""]={1043,true}",ClearAction,"[""index""]={22103,1}",
22105,2,,,,ClearAction,"[""index""]={22103,2}",
22105,3,,,,ClearAction,"[""index""]={12101,1}",
22105,4,,,,ClearAction,"[""index""]={12101,2}",
22105,5,,,,ClearAction,"[""index""]={22101,1}",
22105,6,,,,ClearAction,"[""index""]={22101,2}",
22105,7,,,,MovableAnimTips,"[""window""]=""ForgeFrame/main_group/btn_oneKey"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""ForgeFrame/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22105,8,,,,AnimTips,"[""window""]=""ForgeFrame/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22105,9,,,,AddListen,["listen"]=22107,
22107,1,,BeforeWindowClose,["window"] = "ForgeFrame",ClearAction,"[""index""]={22105,7}",
22107,2,,,,ClearAction,"[""index""]={22105,8}",
22107,3,,,,MovableAnimTips,"[""window""]=""ForgeFrame/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
22107,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22107,5,,,,AddListen,["listen"]=22109,
22107,6,,,,ClearAction,"[""index""]={22108,1}",
22107,7,,,,ClearAction,"[""index""]={22108,2}",
22108,1,,FinishTask,"[""finishTask""]={1043,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22108,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22108,3,,,,AddListen,["listen"]=22109,
22108,4,,,,ClearAction,"[""index""]={22101,1}",
22108,5,,,,ClearAction,"[""index""]={22101,2}",
22108,6,,,,DeleteListen,["listen"]=22103,
22109,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22107,3}",
22109,2,,,,ClearAction,"[""index""]={22107,4}",
22109,3,,,,ClearAction,"[""index""]={12102,1}",
22109,4,,,,ClearAction,"[""index""]={12102,2}",
22109,5,,,,Record,"[""key""]=""30022"",[""value""]=""1""",
22109,6,,,,AddListen,["listen"]=22201,
22109,7,,,,AddListen,["listen"]=22208,
22109,8,,,,ClearAction,"[""index""]={22108,1}",
22109,9,,,,ClearAction,"[""index""]={22108,2}",
#,,,,,,,
#坐骑进阶,,,,,,,
12201,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30022"", ""1""},{""30023"", ""NULL""}},[""finishTask""]={1045,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12201,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12201,3,,,,AddListen,["listen"]=22203,
12202,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30022"", ""1""},{""30023"", ""NULL""}},[""finishTask""]={1045,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12202,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12202,3,,,,AddListen,["listen"]=22209,
22201,1,,AcceptTask,["taskId"]=1045,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22201,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22201,3,,,,AddListen,["listen"]=22203,
22203,1,,UIShow,["windowName"] = "RoleFrame",AnimTips,"[""window""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22203,2,,,,AddListen,["listen"]=22205,
22205,1,,FinishTask,"[""finishTask""]={1045,true}",ClearAction,"[""index""]={22203,1}",
22205,2,,,,ClearAction,"[""index""]={22203,2}",
22205,3,,,,ClearAction,"[""index""]={12201,1}",
22205,4,,,,ClearAction,"[""index""]={12201,2}",
22205,5,,,,ClearAction,"[""index""]={22201,1}",
22205,6,,,,ClearAction,"[""index""]={22201,2}",
22205,7,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_bottom/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22205,8,,,,AnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22205,9,,,,AddListen,["listen"]=22207,
22207,1,,BeforeWindowClose,["window"] = "RoleFrame",ClearAction,"[""index""]={22205,7}",
22207,2,,,,ClearAction,"[""index""]={22205,8}",
22207,3,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
22207,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22207,5,,,,AddListen,["listen"]=22209,
22207,6,,,,ClearAction,"[""index""]={22208,1}",
22207,7,,,,ClearAction,"[""index""]={22208,2}",
22208,1,,FinishTask,"[""finishTask""]={1045,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22208,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22208,3,,,,AddListen,["listen"]=22209,
22208,4,,,,ClearAction,"[""index""]={22201,1}",
22208,5,,,,ClearAction,"[""index""]={22201,2}",
22208,6,,,,DeleteListen,["listen"]=22203,
22209,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22207,3}",
22209,2,,,,ClearAction,"[""index""]={22207,4}",
22209,3,,,,ClearAction,"[""index""]={12202,1}",
22209,4,,,,ClearAction,"[""index""]={12202,2}",
22209,5,,,,Record,"[""key""]=""30023"",[""value""]=""1""",
22209,6,,,,AddListen,["listen"]=22301,
22209,7,,,,AddListen,["listen"]=22308,
22209,8,,,,ClearAction,"[""index""]={22208,1}",
22209,9,,,,ClearAction,"[""index""]={22208,2}",
#,,,,,,,
#东海龙宫1~8,,,,,,,
12301,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30023"", ""1""},{""30024"", ""NULL""}},[""finishTask""]={1047,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12301,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12301,3,,,,AddListen,["listen"]=22303,
12302,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30023"", ""1""},{""30024"", ""NULL""}},[""finishTask""]={1047,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12302,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12302,3,,,,AddListen,["listen"]=22309,
22301,1,,AcceptTask,["taskId"]=1047,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22301,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22301,3,,,,AddListen,["listen"]=22303,
22303,1,,UIShow,["windowName"] = "CampaignBossFrame",AnimTips,"[""window""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22303,2,,,,AddListen,["listen"]=22305,
22305,1,,FinishTask,"[""finishTask""]={1047,true}",ClearAction,"[""index""]={22303,1}",
22305,2,,,,ClearAction,"[""index""]={22303,2}",
22305,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22305,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22305,5,,,,AddListen,["listen"]=22309,
22305,6,,,,ClearAction,"[""index""]={12301,1}",
22305,7,,,,ClearAction,"[""index""]={12301,2}",
